imageName,arucoAvailable,realT,realR,otherInfo,method,detectedT,detectedR
215.png,True,"[0.0, 0.0, np.float64(0.8424242424242425)]","[[1.0, 0.0, 0.0], [0.0, 1.0, 0.0], [0.0, 0.0, 1.0]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",apriltag,"[-0.00012903878662486816, -0.0001403060864064511, 1.0737906132205697]","[-0.0006094233941795131, -0.031315176295117944, 0.0003885229792490393]"
216.png,True,"[0.0, 0.0, np.float64(0.891919191919192)]","[[1.0, 0.0, 0.0], [0.0, 1.0, 0.0], [0.0, 0.0, 1.0]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",apriltag,"[-0.00012233571489400112, -0.00013661186144813513, 1.1241439009259677]","[4.742256025659699e-06, -0.0551625581580319, -3.3516208990220977e-06]"
217.png,True,"[0.0, 0.0, np.float64(0.9414141414141415)]","[[1.0, 0.0, 0.0], [0.0, 1.0, 0.0], [0.0, 0.0, 1.0]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",apriltag,"[-0.00014963321147383967, -0.00015348093473229225, 1.180840092113746]","[0.00033240613988842543, -0.024642108736559056, -0.0002747973908426082]"
218.png,True,"[0.0, 0.0, np.float64(0.990909090909091)]","[[1.0, 0.0, 0.0], [0.0, 1.0, 0.0], [0.0, 0.0, 1.0]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",apriltag,"[-0.00013531195715623713, -0.0001839864975839973, 1.2416889142436718]","[-0.040459419441181456, -0.04786087344465744, -0.0009924081057363966]"
219.png,True,"[0.0, 0.0, np.float64(1.0404040404040407)]","[[1.0, 0.0, 0.0], [0.0, 1.0, 0.0], [0.0, 0.0, 1.0]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",apriltag,"[-0.00014785594914180341, -0.000196667745748683, 1.3110710012596694]","[-0.04964893869057624, -0.04315671722150967, 8.133193939075801e-05]"
220.png,True,"[0.0, 0.0, np.float64(1.0898989898989901)]","[[1.0, 0.0, 0.0], [0.0, 1.0, 0.0], [0.0, 0.0, 1.0]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",apriltag,"[-0.0001305186302330096, -0.00018269102848811984, 1.3845400496014377]","[-0.053363538603243256, -0.10068408863336484, -0.0009282076024169376]"
221.png,True,"[0.0, 0.0, np.float64(1.1393939393939396)]","[[1.0, 0.0, 0.0], [0.0, 1.0, 0.0], [0.0, 0.0, 1.0]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",apriltag,"[-0.0001305186302330096, -0.00018269102848811984, 1.3845400496014377]","[-0.053363538603243256, -0.10068408863336484, -0.0009282076024169376]"
222.png,True,"[0.0, 0.0, np.float64(1.188888888888889)]","[[1.0, 0.0, 0.0], [0.0, 1.0, 0.0], [0.0, 0.0, 1.0]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",apriltag,"[-0.00016553831215982963, -0.0002242548355906833, 1.4736039286369633]","[-0.0690260057315118, -0.056991090199300834, -0.00010565832345160951]"
223.png,True,"[0.0, 0.0, np.float64(1.2383838383838386)]","[[1.0, 0.0, 0.0], [0.0, 1.0, 0.0], [0.0, 0.0, 1.0]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",apriltag,"[-0.00017295102086332254, -0.0002315876120970719, 1.5723096839024062]","[-0.06089066390885869, -0.07198399658853083, 0.0012407523439674228]"
224.png,True,"[0.0, 0.0, np.float64(1.287878787878788)]","[[1.0, 0.0, 0.0], [0.0, 1.0, 0.0], [0.0, 0.0, 1.0]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",apriltag,"[-0.00017295102086332254, -0.0002315876120970719, 1.5723096839024062]","[-0.06089066390885869, -0.07198399658853083, 0.0012407523439674228]"
225.png,True,"[0.0, 0.0, np.float64(1.3373737373737375)]","[[1.0, 0.0, 0.0], [0.0, 1.0, 0.0], [0.0, 0.0, 1.0]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",apriltag,"[-0.000218769563482538, -0.00026428660337088496, 1.6847031945383304]","[-0.07419214335542405, -0.002262435487287896, -0.0006173605111885453]"
226.png,True,"[0.0, 0.0, np.float64(1.386868686868687)]","[[1.0, 0.0, 0.0], [0.0, 1.0, 0.0], [0.0, 0.0, 1.0]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",apriltag,"[-0.000218769563482538, -0.00026428660337088496, 1.6847031945383304]","[-0.07419214335542405, -0.002262435487287896, -0.0006173605111885453]"
227.png,True,"[0.0, 0.0, np.float64(1.4363636363636367)]","[[1.0, 0.0, 0.0], [0.0, 1.0, 0.0], [0.0, 0.0, 1.0]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",apriltag,"[-0.000195807013036049, -0.0002026333860323221, 1.807088142302135]","[0.0030262661956806584, -0.14531874335759007, -0.0004255224200956005]"
228.png,True,"[0.0, 0.0, np.float64(1.4858585858585862)]","[[1.0, 0.0, 0.0], [0.0, 1.0, 0.0], [0.0, 0.0, 1.0]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",apriltag,"[-0.000195807013036049, -0.0002026333860323221, 1.807088142302135]","[0.0030262661956806584, -0.14531874335759007, -0.0004255224200956005]"
229.png,True,"[0.0, 0.0, np.float64(1.5353535353535357)]","[[1.0, 0.0, 0.0], [0.0, 1.0, 0.0], [0.0, 0.0, 1.0]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",apriltag,"[-0.00027343750000008167, -0.00027343750000008253, 1.9687500000005993]","[2.1147105230948925e-15, -2.1147105230948925e-15, -3.933613324209026e-17]"
230.png,True,"[0.0, 0.0, np.float64(1.5848484848484852)]","[[1.0, 0.0, 0.0], [0.0, 1.0, 0.0], [0.0, 0.0, 1.0]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",apriltag,"[-0.00027343750000008167, -0.00027343750000008253, 1.9687500000005993]","[2.1147105230948925e-15, -2.1147105230948925e-15, -3.933613324209026e-17]"
231.png,True,"[0.0, 0.0, np.float64(1.6343434343434347)]","[[1.0, 0.0, 0.0], [0.0, 1.0, 0.0], [0.0, 0.0, 1.0]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",apriltag,"[-0.00027343750000008167, -0.00027343750000008253, 1.9687500000005993]","[2.1147105230948925e-15, -2.1147105230948925e-15, -3.933613324209026e-17]"
232.png,True,"[0.0, 0.0, np.float64(1.6838383838383841)]","[[1.0, 0.0, 0.0], [0.0, 1.0, 0.0], [0.0, 0.0, 1.0]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",apriltag,"[-0.00028032413210570814, -0.0002610972013691737, 2.1460358169854494]","[-0.0006529996218448486, -0.05527005652777516, 0.00013899494086394378]"
233.png,True,"[0.0, 0.0, np.float64(1.7333333333333336)]","[[1.0, 0.0, 0.0], [0.0, 1.0, 0.0], [0.0, 0.0, 1.0]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",apriltag,"[-0.00028032413210570814, -0.0002610972013691737, 2.1460358169854494]","[-0.0006529996218448486, -0.05527005652777516, 0.00013899494086394378]"
234.png,True,"[0.0, 0.0, np.float64(1.782828282828283)]","[[1.0, 0.0, 0.0], [0.0, 1.0, 0.0], [0.0, 0.0, 1.0]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",apriltag,"[-0.00028032413210570814, -0.0002610972013691737, 2.1460358169854494]","[-0.0006529996218448486, -0.05527005652777516, 0.00013899494086394378]"
235.png,True,"[0.0, 0.0, np.float64(1.8323232323232326)]","[[1.0, 0.0, 0.0], [0.0, 1.0, 0.0], [0.0, 0.0, 1.0]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",apriltag,"[-0.00030528751257186766, -0.00031113323027619845, 2.3623702520922603]","[-0.013447027368498636, -0.005553309389397658, 0.000625103438714315]"
236.png,True,"[0.0, 0.0, np.float64(1.881818181818182)]","[[1.0, 0.0, 0.0], [0.0, 1.0, 0.0], [0.0, 0.0, 1.0]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",apriltag,"[-0.00030528751257186766, -0.00031113323027619845, 2.3623702520922603]","[-0.013447027368498636, -0.005553309389397658, 0.000625103438714315]"
237.png,True,"[0.0, 0.0, np.float64(1.9313131313131315)]","[[1.0, 0.0, 0.0], [0.0, 1.0, 0.0], [0.0, 0.0, 1.0]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",apriltag,"[-0.00030528751257186766, -0.00031113323027619845, 2.3623702520922603]","[-0.013447027368498636, -0.005553309389397658, 0.000625103438714315]"
238.png,True,"[0.0, 0.0, np.float64(1.9808080808080812)]","[[1.0, 0.0, 0.0], [0.0, 1.0, 0.0], [0.0, 0.0, 1.0]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",apriltag,"[-0.00030713338418236004, -0.0003128718743054022, 2.3761296785771524]","[-0.013351120908928297, -0.005524333454588622, 0.0006249230632572136]"
239.png,True,"[0.0, 0.0, np.float64(2.0303030303030307)]","[[1.0, 0.0, 0.0], [0.0, 1.0, 0.0], [0.0, 0.0, 1.0]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",apriltag,"[-0.00033016966435246253, -0.00033852931815594073, 2.613549104525883]","[0.004805504560595739, -0.12494153516270505, -0.0007851395588276099]"
240.png,True,"[0.0, 0.0, np.float64(2.07979797979798)]","[[1.0, 0.0, 0.0], [0.0, 1.0, 0.0], [0.0, 0.0, 1.0]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",apriltag,"[-0.00033016966435246253, -0.00033852931815594073, 2.613549104525883]","[0.004805504560595739, -0.12494153516270505, -0.0007851395588276099]"
241.png,True,"[0.0, 0.0, np.float64(2.1292929292929297)]","[[1.0, 0.0, 0.0], [0.0, 1.0, 0.0], [0.0, 0.0, 1.0]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",apriltag,"[-0.00033016966435246253, -0.00033852931815594073, 2.613549104525883]","[0.004805504560595739, -0.12494153516270505, -0.0007851395588276099]"
242.png,True,"[0.0, 0.0, np.float64(2.178787878787879)]","[[1.0, 0.0, 0.0], [0.0, 1.0, 0.0], [0.0, 0.0, 1.0]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",apriltag,"[-0.00033259826151517706, -0.0003407449221444891, 2.630389752417708]","[0.004819548393599118, -0.12540681894215544, -0.0007846573996076831]"
243.png,True,"[0.0, 0.0, np.float64(2.2282828282828286)]","[[1.0, 0.0, 0.0], [0.0, 1.0, 0.0], [0.0, 0.0, 1.0]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",apriltag,"[-0.00040444514331142205, -0.0003858506579778588, 2.9540582079559936]","[-0.0021212470672619704, -0.025021346454080568, 0.0008772713779669631]"
244.png,True,"[0.0, 0.0, np.float64(2.277777777777778)]","[[1.0, 0.0, 0.0], [0.0, 1.0, 0.0], [0.0, 0.0, 1.0]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",apriltag,"[-0.00040444514331142205, -0.0003858506579778588, 2.9540582079559936]","[-0.0021212470672619704, -0.025021346454080568, 0.0008772713779669631]"
245.png,True,"[0.0, 0.0, np.float64(2.3272727272727276)]","[[1.0, 0.0, 0.0], [0.0, 1.0, 0.0], [0.0, 0.0, 1.0]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",apriltag,"[-0.00040444514331142205, -0.0003858506579778588, 2.9540582079559936]","[-0.0021212470672619704, -0.025021346454080568, 0.0008772713779669631]"
246.png,True,"[0.0, 0.0, np.float64(2.376767676767677)]","[[1.0, 0.0, 0.0], [0.0, 1.0, 0.0], [0.0, 0.0, 1.0]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",apriltag,"[-0.00040444514331142205, -0.0003858506579778588, 2.9540582079559936]","[-0.0021212470672619704, -0.025021346454080568, 0.0008772713779669631]"
247.png,True,"[0.0, 0.0, np.float64(2.4262626262626266)]","[[1.0, 0.0, 0.0], [0.0, 1.0, 0.0], [0.0, 0.0, 1.0]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",apriltag,"[-0.00041109283331597373, -0.00039190001045735215, 3.0005505418641496]","[-0.00208412896734939, -0.024585999724826748, 0.0008775731678099388]"
248.png,True,"[0.0, 0.0, np.float64(2.475757575757576)]","[[1.0, 0.0, 0.0], [0.0, 1.0, 0.0], [0.0, 0.0, 1.0]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",apriltag,"[-0.0004186626464984263, -0.0003988135193844206, 3.053666758187956]","[-0.002049463030677264, -0.024168062501075147, 0.0008783783173414888]"
249.png,True,"[0.0, 0.0, np.float64(2.5252525252525255)]","[[1.0, 0.0, 0.0], [0.0, 1.0, 0.0], [0.0, 0.0, 1.0]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",apriltag,"[-7.615711714174704e-05, -0.0006725190405398304, 3.3230558271493593]","[0.06014118173398144, 0.008742155513293097, -0.0020011848738977632]"
250.png,True,"[0.0, 0.0, np.float64(2.574747474747475)]","[[1.0, 0.0, 0.0], [0.0, 1.0, 0.0], [0.0, 0.0, 1.0]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",apriltag,"[-7.615711714174704e-05, -0.0006725190405398304, 3.3230558271493593]","[0.06014118173398144, 0.008742155513293097, -0.0020011848738977632]"
251.png,True,"[0.0, 0.0, np.float64(2.6242424242424245)]","[[1.0, 0.0, 0.0], [0.0, 1.0, 0.0], [0.0, 0.0, 1.0]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",apriltag,"[-0.0004382568748899139, -0.00048150819840008077, 3.369383221229027]","[-0.06634609242340544, -0.010368905458903274, -0.0016761553277542314]"
252.png,True,"[0.0, 0.0, np.float64(2.673737373737374)]","[[1.0, 0.0, 0.0], [0.0, 1.0, 0.0], [0.0, 0.0, 1.0]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",apriltag,"[-0.0004418256177899951, -0.0004853083164955475, 3.3974589936399426]","[-0.06640896381668422, -0.010379775592640045, -0.0016769192493756688]"
253.png,True,"[0.0, 0.0, np.float64(2.7232323232323234)]","[[1.0, 0.0, 0.0], [0.0, 1.0, 0.0], [0.0, 0.0, 1.0]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",apriltag,"[-0.0004506775701811333, -0.0004943901382720817, 3.464488335322233]","[-0.0665730238769574, -0.010399265950873959, -0.0016774747781263847]"
254.png,True,"[0.0, 0.0, np.float64(2.7727272727272734)]","[[1.0, 0.0, 0.0], [0.0, 1.0, 0.0], [0.0, 0.0, 1.0]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",apriltag,"[-0.00045535909357170026, -0.0004991457288856869, 3.499647784016716]","[-0.0665994436723548, -0.010359606812022231, -0.001677495423090103]"
255.png,True,"[0.0, 0.0, np.float64(2.822222222222223)]","[[1.0, 0.0, 0.0], [0.0, 1.0, 0.0], [0.0, 0.0, 1.0]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",apriltag,"[-0.000322837562423392, -0.0003552070688750029, 3.508644765951138]","[-0.18666183495269478, 0.1612992688279164, -0.0016850056698324073]"
256.png,True,"[0.0, 0.0, np.float64(2.8717171717171723)]","[[1.0, 0.0, 0.0], [0.0, 1.0, 0.0], [0.0, 0.0, 1.0]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",apriltag,"[-0.0003288367499740808, -0.00036152323333533325, 3.5431661679588116]","[-0.18747596236157238, 0.16301759521082315, -0.0016836808058267917]"
257.png,True,"[0.0, 0.0, np.float64(2.921212121212122)]","[[1.0, 0.0, 0.0], [0.0, 1.0, 0.0], [0.0, 0.0, 1.0]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",apriltag,"[-0.00022237203870941418, -0.000683465422726338, 3.823923596415223]","[0.14350094027837926, 0.1401241859791561, -0.015564277194186757]"
258.png,True,"[0.0, 0.0, np.float64(2.9707070707070713)]","[[1.0, 0.0, 0.0], [0.0, 1.0, 0.0], [0.0, 0.0, 1.0]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",apriltag,"[-0.00022237203870941418, -0.000683465422726338, 3.823923596415223]","[0.14350094027837926, 0.1401241859791561, -0.015564277194186757]"
259.png,True,"[0.0, 0.0, np.float64(3.0202020202020208)]","[[1.0, 0.0, 0.0], [0.0, 1.0, 0.0], [0.0, 0.0, 1.0]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",apriltag,"[-0.0002661452590341736, -0.000698975293968992, 3.8520807577019913]","[0.12413899058779852, 0.17651030051436628, -0.019586721282588725]"
260.png,True,"[0.0, 0.0, np.float64(3.0696969696969703)]","[[1.0, 0.0, 0.0], [0.0, 1.0, 0.0], [0.0, 0.0, 1.0]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",apriltag,"[-0.00032049168261564874, -0.000705449452330667, 3.8841828399889424]","[0.10218230964177344, 0.2155276453504946, -0.025112316300055303]"
261.png,True,"[0.0, 0.0, np.float64(3.1191919191919197)]","[[1.0, 0.0, 0.0], [0.0, 1.0, 0.0], [0.0, 0.0, 1.0]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",apriltag,"[-8.468588419060637e-05, -0.0007397630143740927, 3.9600607288935725]","[0.03635297271057133, 0.004079819422640441, -0.015820541715504132]"
262.png,True,"[0.0, 0.0, np.float64(3.168686868686869)]","[[1.0, 0.0, 0.0], [0.0, 1.0, 0.0], [0.0, 0.0, 1.0]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",apriltag,"[-0.0005613337670189729, -0.0004992399490332739, 4.112428391229949]","[0.001563605460608759, -0.058754150020368406, -0.0002637303445951609]"
263.png,True,"[0.0, 0.0, np.float64(3.2181818181818187)]","[[1.0, 0.0, 0.0], [0.0, 1.0, 0.0], [0.0, 0.0, 1.0]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",apriltag,"[-0.0005685570877233455, -0.0005054339306945066, 4.1633980829407475]","[0.0015631088234568588, -0.05861052516344442, -0.00026425866407983053]"
264.png,True,"[0.0, 0.0, np.float64(3.267676767676768)]","[[1.0, 0.0, 0.0], [0.0, 1.0, 0.0], [0.0, 0.0, 1.0]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",apriltag,"[-0.00041377279199564026, -0.00037438710400206093, 4.165696308768926]","[-0.1989027131010312, 0.1890789689939633, -0.0019614059042373797]"
265.png,True,"[0.0, 0.0, np.float64(3.3171717171717177)]","[[1.0, 0.0, 0.0], [0.0, 1.0, 0.0], [0.0, 0.0, 1.0]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",apriltag,"[-0.0004218108133390581, -0.00038198803446846117, 4.203538866360017]","[-0.2000282961145772, 0.19136550226310958, -0.0019592756876873176]"
266.png,True,"[0.0, 0.0, np.float64(3.366666666666667)]","[[1.0, 0.0, 0.0], [0.0, 1.0, 0.0], [0.0, 0.0, 1.0]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",apriltag,"[-0.00041744069341513286, -0.0003775584782391395, 4.233873102048322]","[-0.19839957782673992, 0.18822393812257157, -0.0019615012537136435]"
267.png,True,"[0.0, 0.0, np.float64(3.4161616161616166)]","[[1.0, 0.0, 0.0], [0.0, 1.0, 0.0], [0.0, 0.0, 1.0]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",apriltag,"[-0.0004259171783827518, -0.00038577708097512056, 4.227208329571377]","[-0.20048711909365338, 0.19229298736212905, -0.0019575627005618042]"
268.png,True,"[0.0, 0.0, np.float64(3.465656565656566)]","[[1.0, 0.0, 0.0], [0.0, 1.0, 0.0], [0.0, 0.0, 1.0]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",apriltag,"[-8.959710884830675e-05, -0.0010258993073671663, 4.661526153966752]","[0.0620302766803177, -0.019305842587766187, 0.003078627742767716]"
269.png,True,"[0.0, 0.0, np.float64(3.5151515151515156)]","[[1.0, 0.0, 0.0], [0.0, 1.0, 0.0], [0.0, 0.0, 1.0]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",apriltag,"[-2.516513657932771e-05, -0.0010629504794934855, 4.704715907458932]","[0.07934552599448334, -0.04195308241008456, 0.002536886629041366]"
270.png,True,"[0.0, 0.0, np.float64(3.564646464646465)]","[[1.0, 0.0, 0.0], [0.0, 1.0, 0.0], [0.0, 0.0, 1.0]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",apriltag,"[5.147056665803621e-05, -0.0010726632204263143, 4.721083335287158]","[0.18828795890577962, -0.04200082370582292, 0.0013377515382374259]"
271.png,True,"[0.0, 0.0, np.float64(3.6141414141414145)]","[[1.0, 0.0, 0.0], [0.0, 1.0, 0.0], [0.0, 0.0, 1.0]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",apriltag,[],[]
272.png,True,"[0.0, 0.0, np.float64(3.663636363636364)]","[[1.0, 0.0, 0.0], [0.0, 1.0, 0.0], [0.0, 0.0, 1.0]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",apriltag,[],[]
273.png,True,"[0.0, 0.0, np.float64(3.7131313131313135)]","[[1.0, 0.0, 0.0], [0.0, 1.0, 0.0], [0.0, 0.0, 1.0]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",apriltag,[],[]
274.png,True,"[0.0, 0.0, np.float64(3.762626262626263)]","[[1.0, 0.0, 0.0], [0.0, 1.0, 0.0], [0.0, 0.0, 1.0]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",apriltag,[],[]
275.png,True,"[0.0, 0.0, np.float64(3.812121212121213)]","[[1.0, 0.0, 0.0], [0.0, 1.0, 0.0], [0.0, 0.0, 1.0]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",apriltag,[],[]
276.png,True,"[0.0, 0.0, np.float64(3.8616161616161624)]","[[1.0, 0.0, 0.0], [0.0, 1.0, 0.0], [0.0, 0.0, 1.0]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",apriltag,[],[]
277.png,True,"[0.0, 0.0, np.float64(3.911111111111112)]","[[1.0, 0.0, 0.0], [0.0, 1.0, 0.0], [0.0, 0.0, 1.0]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",apriltag,[],[]
278.png,True,"[0.0, 0.0, np.float64(3.9606060606060614)]","[[1.0, 0.0, 0.0], [0.0, 1.0, 0.0], [0.0, 0.0, 1.0]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",apriltag,[],[]
279.png,True,"[0.0, 0.0, np.float64(4.01010101010101)]","[[1.0, 0.0, 0.0], [0.0, 1.0, 0.0], [0.0, 0.0, 1.0]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",apriltag,[],[]
280.png,True,"[0.0, 0.0, np.float64(4.05959595959596)]","[[1.0, 0.0, 0.0], [0.0, 1.0, 0.0], [0.0, 0.0, 1.0]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",apriltag,[],[]
281.png,True,"[0.0, 0.0, np.float64(4.109090909090909)]","[[1.0, 0.0, 0.0], [0.0, 1.0, 0.0], [0.0, 0.0, 1.0]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",apriltag,[],[]
282.png,True,"[0.0, 0.0, np.float64(4.158585858585859)]","[[1.0, 0.0, 0.0], [0.0, 1.0, 0.0], [0.0, 0.0, 1.0]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",apriltag,"[-0.00012853596590704195, -0.0004711652343197583, 5.20791689215951]","[-0.08635849278653751, 0.045617718992316834, -0.012773038705444887]"
283.png,True,"[0.0, 0.0, np.float64(4.208080808080808)]","[[1.0, 0.0, 0.0], [0.0, 1.0, 0.0], [0.0, 0.0, 1.0]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",apriltag,"[0.0003697134422360054, -0.0004588303901993204, 5.906506302002622]","[0.27681919802094995, -0.1485090330183657, 0.02568343010303574]"
284.png,True,"[0.0, 0.0, np.float64(4.257575757575758)]","[[1.0, 0.0, 0.0], [0.0, 1.0, 0.0], [0.0, 0.0, 1.0]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",apriltag,"[0.00043623650183783935, -0.0002630763739596128, 6.0065743130383025]","[0.29731118981363475, -0.1613167002567188, 0.029126574609309546]"
285.png,True,"[0.0, 0.0, np.float64(4.307070707070707)]","[[1.0, 0.0, 0.0], [0.0, 1.0, 0.0], [0.0, 0.0, 1.0]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",apriltag,"[0.00043623650183783935, -0.0002630763739596128, 6.0065743130383025]","[0.29731118981363475, -0.1613167002567188, 0.029126574609309546]"
286.png,True,"[0.0, 0.0, np.float64(4.356565656565657)]","[[1.0, 0.0, 0.0], [0.0, 1.0, 0.0], [0.0, 0.0, 1.0]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",apriltag,"[0.00010835836299677063, -0.00017929988804731627, 6.144549662250367]","[-0.28762014424905447, 0.23509758241352927, 0.024714281301474274]"
287.png,True,"[0.0, 0.0, np.float64(4.406060606060606)]","[[1.0, 0.0, 0.0], [0.0, 1.0, 0.0], [0.0, 0.0, 1.0]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",apriltag,"[0.00010835836299677063, -0.00017929988804731627, 6.144549662250367]","[-0.28762014424905447, 0.23509758241352927, 0.024714281301474274]"
288.png,True,"[0.0, 0.0, np.float64(4.455555555555556)]","[[1.0, 0.0, 0.0], [0.0, 1.0, 0.0], [0.0, 0.0, 1.0]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",apriltag,"[0.00027898732583688955, 0.00020850337751861453, 6.484960662727576]","[0.109242377049337, -0.019649930945359304, 0.027037543839681107]"
289.png,True,"[0.0, 0.0, np.float64(4.505050505050505)]","[[1.0, 0.0, 0.0], [0.0, 1.0, 0.0], [0.0, 0.0, 1.0]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",apriltag,"[0.00027898732583688955, 0.00020850337751861453, 6.484960662727576]","[0.109242377049337, -0.019649930945359304, 0.027037543839681107]"
290.png,True,"[0.0, 0.0, np.float64(4.554545454545455)]","[[1.0, 0.0, 0.0], [0.0, 1.0, 0.0], [0.0, 0.0, 1.0]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",apriltag,[],[]
