imageName,arucoAvailable,realT,realR,otherInfo,method,detectedT,detectedR,isSuccess,errorT,errorR
0.png,True,"[0.0, 0.0, 0.1]","[[0.9999999999999999, -0.0, 0.0], [0.0, 0.17364817766693041, 0.9848077530122079], [-0.0, -0.9848077530122079, 0.17364817766693041]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",aruco,"[-6.645936918426754e-05, -5.5995421820719835e-05, 0.1256530397499726]","[-1.398811458488644, -0.0004944119559734827, -0.00039793781474795883]",False,0.025653186951111778,0.002614204847573791
1.png,True,"[0.0, 0.0, 0.1]","[[1.0, -0.0, 0.0], [0.0, 0.20135422527825558, 0.9795184918941519], [-0.0, -0.9795184918941519, 0.20135422527825558]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",aruco,"[-6.618396662532214e-05, -8.514785915902997e-05, 0.1251962031487741]","[-1.368262964569146, -0.000500111304894713, -0.00038722351797081827]",False,0.025196433945891068,0.000619866291571391
2.png,True,"[0.0, 0.0, 0.1]","[[1.0, -0.0, 0.0], [0.0, 0.22890007519462802, 0.9734499245343304], [-0.0, -0.9734499245343304, 0.22890007519462802]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",aruco,"[-6.632803324238738e-05, -7.931800307546229e-05, 0.12544830282299838]","[-1.3416904724811827, -0.0005052272896318092, -0.00037818600863003774]",False,0.025448512870590936,0.0019324108770574766
3.png,True,"[0.0, 0.0, 0.1]","[[1.0, -0.0, 0.0], [0.0, 0.25626381190046255, 0.9666068790931732], [-0.0, -0.9666068790931732, 0.25626381190046255]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",aruco,"[-6.616385184548466e-05, -2.0803835060491462e-05, 0.12517545329007498]","[-1.3136744962216051, -0.0005114076246696986, -0.00036883841234808306]",False,0.025175548828488156,0.0021159696336580693
4.png,True,"[0.0, 0.0, 0.1]","[[1.0, -0.0, 0.0], [0.0, 0.28342366476969283, 0.9589947999069217], [-0.0, -0.9589947999069217, 0.28342366476969283]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",aruco,"[-6.349678054761812e-05, -0.0001153835514528707, 0.12554279069108898]","[-1.284276699277414, -0.001777517523204904, 0.0006617663293503109]",False,0.025543130221135142,0.001959620977516511
5.png,True,"[0.0, 0.0, 0.1]","[[1.0, -0.0, 0.0], [0.0, 0.3103580253865087, 0.9506197431561094], [-0.0, -0.9506197431561094, 0.3103580253865087]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",aruco,"[-6.619275773363137e-05, -7.864748110797477e-05, 0.125246084153121]","[-1.2570337819403639, -0.0005209465149013841, -0.00034979205450929554]",False,0.025246293430401377,0.0019000661064567065
6.png,True,"[0.0, 0.0, 0.1]","[[1.0, -0.0, 0.0], [0.0, 0.3370454647370418, 0.9414883720472556], [-0.0, -0.9414883720472556, 0.3370454647370418]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",aruco,"[-6.630430613227003e-05, -5.8406407323656395e-05, 0.12544668616820662]","[-1.2294401874688035, -0.0005255399904664559, -0.0003405315485176982]",False,0.025446839578081713,0.002491144515622457
7.png,True,"[0.0, 0.0, 0.1]","[[1.0, -0.0, 0.0], [0.0, 0.36346475025831904, 0.9316079515116097], [-0.0, -0.9316079515116097, 0.36346475025831904]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",aruco,"[-6.261736169483141e-05, -6.725961181119883e-05, 0.12548932649331304]","[-1.2028401856958029, -0.0018278875011271713, 0.0006595695408624597]",False,0.02548949214621736,0.004423949730597313
8.png,True,"[0.0, 0.0, 0.1]","[[1.0, -0.0, 0.0], [0.0, 0.38959486273091826, 0.9209863424251615], [-0.0, -0.9209863424251615, 0.38959486273091826]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",aruco,"[-6.628223389778925e-05, -8.951906123621325e-05, 0.12543435093555358]","[-1.1711968809687268, -0.0005340237334341496, -0.00032115952555984565]",False,0.025434594836752367,0.0008346689798917678
9.png,True,"[0.0, 0.0, 0.1]","[[1.0, -0.0, 0.0], [0.0, 0.4154150130018865, 0.9096319953545183], [-0.0, -0.9096319953545183, 0.4154150130018865]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",aruco,"[-6.197126906114723e-05, -8.897956973497335e-05, 0.12545017086084856]","[-1.143975546390886, -0.0018641610651362536, 0.000661375261456411]",False,0.02545040185632447,0.002448649788715988
10.png,True,"[0.0, 0.0, 0.1]","[[1.0, -0.0, 0.0], [0.0, 0.4409046585246193, 0.8975539438336221], [-0.0, -0.8975539438336221, 0.4409046585246193]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",aruco,"[-6.615240690972747e-05, -2.5335858755553946e-05, 0.1252357631116761]","[-1.1153990145008357, -0.0005424141423908442, -0.0003029655754759018]",False,0.025235862534799786,0.0013451520302760528
11.png,True,"[0.0, 0.0, 0.1]","[[0.9999999999999999, -0.0, 0.0], [0.0, 0.4660435197025389, 0.8847617971766576], [-0.0, -0.8847617971766576, 0.4660435197025389]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",aruco,"[-6.614851989721351e-05, -4.429006838075487e-05, 0.12523480020301042]","[-1.0886787664041575, -0.0005462793495909588, -0.00029485208982383935]",False,0.02523492576812336,0.002760075044098405
12.png,True,"[0.0, 0.0, 0.1]","[[1.0, -0.0, 0.0], [0.0, 0.490811596023568, 0.8712657328328699], [-0.0, -0.8712657328328699, 0.490811596023568]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",aruco,"[-5.589579633498766e-05, -5.141549621564674e-05, 0.12537486328306238]","[-1.061294619772699, -0.0032736307709820673, 0.0016167714405903523]",False,0.025374976936490132,0.004951648733762634
13.png,True,"[0.0, 0.0, 0.1]","[[1.0000000000000002, -0.0, 0.0], [0.0, 0.5151891819725657, 0.8570764882893701], [-0.0, -0.8570764882893701, 0.5151891819725657]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",aruco,"[-5.531990706387182e-05, -0.00012967224972865936, 0.12547317497985383]","[-1.02997937028469, -0.003305590458503705, 0.0016117925426733378]",False,0.025473565096757033,0.0035412987265062883
14.png,True,"[0.0, 0.0, 0.1]","[[1.0, -0.0, 0.0], [0.0, 0.5391568827090597, 0.8422053525283779], [-0.0, -0.8422053525283779, 0.5391568827090597]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",aruco,"[-6.603016528291575e-05, -7.83618576716386e-05, 0.12505805337837275]","[-1.0016036131300479, -0.0005545746599499477, -0.000267363230585368]",False,0.02505826290222135,0.0006383172573692027
15.png,True,"[0.0, 0.0, 0.1]","[[1.0, -0.0, 0.0], [0.0, 0.5626956294978103, 0.8266641570456911], [-0.0, -0.8266641570456911, 0.5626956294978103]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",aruco,"[-6.608627310765553e-05, -6.523250029419723e-05, 0.12515864461727758]","[-0.9728901541033947, -0.0005562797807134759, -0.00025832801989112954]",False,0.02515881598273372,0.000645483706942682
16.png,True,"[0.0, 0.0, 0.1]","[[1.0, -0.0, 0.0], [0.0, 0.5857866948799202, 0.8104652664375317], [-0.0, -0.8104652664375317, 0.5857866948799202]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",aruco,"[-4.749339500087669e-05, -0.00019863098176369827, 0.12550851010732997]","[-0.948012937983555, -0.004766076359661763, 0.002520187543013854]",False,0.02550932766235206,0.006031086655920618
17.png,True,"[0.0, 0.0, 0.1]","[[0.9999999999999999, -0.0, 0.0], [0.0, 0.6084117075724275, 0.7936215685632559], [-0.0, -0.7936215685632559, 0.6084117075724275]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",aruco,"[-6.61078301410974e-05, -8.706962438929298e-05, 0.12519278835339023]","[-0.9167824388255187, -0.0005587917043457017, -0.00024144464105497516]",False,0.02519302555040604,0.0005892633368873464
18.png,True,"[0.0, 0.0, 0.1]","[[1.0, -0.0, 0.0], [0.0, 0.6305526670845226, 0.7761464642917568], [-0.0, -0.7761464642917568, 0.6305526670845226]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",aruco,"[-6.609537197221838e-05, -5.0051538771988726e-05, 0.12516683166005993]","[-0.8931040436506499, -0.0005599998791584208, -0.00023451653604554214]",False,0.02516696822345759,0.004610354751549651
19.png,True,"[0.0, 0.0, 0.1]","[[1.0, -0.0, 0.0], [0.0, 0.6521919580387628, 0.7580538568397135], [-0.0, -0.7580538568397135, 0.6521919580387628]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",aruco,"[-6.612872690024693e-05, -6.319928219694123e-06, 0.12521613566536482]","[-0.8621967982945358, -0.0005596174228005423, -0.00022501891756831024]",False,0.025216223167716805,0.00196204190686469
20.png,True,"[0.0, 0.0, 0.1]","[[1.0, -0.0, 0.0], [0.0, 0.6733123641858916, 0.7393581407101739], [-0.0, -0.7393581407101739, 0.6733123641858916]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",aruco,"[-6.608589515762596e-05, -2.7326379621811273e-05, 0.12512645092120364]","[-0.8337206590876771, -0.0005591143812957161, -0.00021691102072397074]",False,0.02512655268778861,0.0017065970982598963
21.png,True,"[0.0, 0.0, 0.1]","[[1.0, -0.0, 0.0], [0.0, 0.6938970821021089, 0.7200741902402689], [-0.0, -0.7200741902402689, 0.6938970821021089]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",aruco,"[-6.612853683967233e-05, -3.082315819289758e-05, 0.12517778125114878]","[-0.804246703706774, -0.0005569111644926596, -0.00020819593335171744]",False,0.02517788696021103,0.000669888838866763
22.png,True,"[0.0, 0.0, 0.1]","[[1.0, -0.0, 0.0], [0.0, 0.7139297345578991, 0.7002173477671686], [-0.0, -0.7002173477671686, 0.7139297345578991]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",aruco,"[-6.630917680906891e-05, -8.628187867638745e-05, 0.12545035298729765]","[-0.7739554315735999, -0.0005545920674545447, -0.0002001129720056162]",False,0.025450585624845003,0.0018386539650460166
23.png,True,"[0.0, 0.0, 0.1]","[[1.0, -0.0, 0.0], [0.0, 0.7333943835477752, 0.6798034114216983], [-0.0, -0.6798034114216983, 0.7333943835477752]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",aruco,"[-6.627918797776945e-05, -1.2183588987802927e-05, 0.1253679780556279]","[-0.7472518519648744, -0.0005522241987095286, -0.00019251213423023095]",False,0.02536806756537475,0.0006207114265134266
24.png,True,"[0.0, 0.0, 0.1]","[[1.0, -0.0, 0.0], [0.0, 0.7522755429705794, 0.6588486225593249], [-0.0, -0.6588486225593249, 0.7522755429705794]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",aruco,"[-6.633475755209806e-05, -5.664654305743478e-05, 0.12541552651151147]","[-0.7185286665079597, -0.0005469877918078158, -0.00018442697001052336]",False,0.02541567620560669,0.0009457650526400982
25.png,True,"[0.0, 0.0, 0.1]","[[0.9999999999999999, -0.0, 0.0], [0.0, 0.7705581909502454, 0.6373696528385118], [-0.0, -0.6373696528385118, 0.7705581909502454]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",aruco,"[-6.632317111283727e-05, -3.599325314104342e-05, 0.12534771595400182]","[-0.6935307607775643, -0.0005427204348603716, -0.00017764179795219464]",False,0.025347828277035023,0.002514004178032559
26.png,True,"[0.0, 0.0, 0.1]","[[1.0, -0.0, 0.0], [0.0, 0.7882277817872235, 0.6153835909567246], [-0.0, -0.6153835909567246, 0.7882277817872235]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",aruco,"[-0.00010364311671204358, -3.5398996843750654e-05, 0.12531925484783904]","[-0.6656419733346914, 0.00012722876058076111, -0.0015176066528452057]",False,0.025319491721486825,0.0031472973157009266
27.png,True,"[0.0, 0.0, 0.1]","[[0.9999999999999999, -0.0, 0.0], [0.0, 0.8052702575310585, 0.5929079290546404], [-0.0, -0.5929079290546404, 0.8052702575310585]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",aruco,"[-6.636599711153352e-05, -2.568718035178971e-05, 0.1252769563546222]","[-0.637007587199195, -0.0005279421973072207, -0.00016221476223182078]",False,0.025277056530187247,0.0024045361499665067
28.png,True,"[0.0, 0.0, 0.1]","[[1.0, -0.0, 0.0], [0.0, 0.8216720591649151, 0.5699605487993779], [-0.0, -0.5699605487993779, 0.8216720591649151]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",aruco,"[-6.635546570285673e-05, -0.00011563730447704208, 0.1251612311364816]","[-0.6088979622434858, -0.0005183602590192318, -0.00015506820656853212]",False,0.02516158435666295,0.002497613272620996
29.png,True,"[0.0, 0.0, 0.1]","[[1.0, -0.0, 0.0], [0.0, 0.8374201373931495, 0.5465597071578171], [-0.0, -0.5465597071578171, 0.8374201373931495]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",aruco,"[-6.656691431978746e-05, -3.527912113923584e-05, 0.12539869464607706]","[-0.5757307240688615, -0.0005064939834730801, -0.00014645122875991178]",False,0.025398806379338647,0.002572856907778991
30.png,True,"[0.0, 0.0, 0.1]","[[1.0, -0.0, 0.0], [0.0, 0.8525019630233464, 0.5227240218713324], [-0.0, -0.5227240218713324, 0.8525019630233464]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",aruco,"[-0.00010718441971503022, -1.0757785808200062e-05, 0.12542329113884762]","[-0.5522416431237172, 0.0008061150457814885, -0.0014867777894438591]",False,0.025423519358271245,0.0027608470388881595
31.png,True,"[0.0, 0.0, 0.1]","[[1.0, -0.0, 0.0], [0.0, 0.8669055369345617, 0.4984724566434931], [-0.0, -0.4984724566434931, 0.8669055369345617]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",aruco,"[-6.670034080013287e-05, -3.726992191897231e-05, 0.12537115584991335]","[-0.5235293748596305, -0.00048062450190604496, -0.00013297567937764913]",False,0.025371270901220825,0.0017638677237816485
32.png,True,"[0.0, 0.0, 0.1]","[[1.0, -0.0, 0.0], [0.0, 0.8806193996238407, 0.4738243060525137], [-0.0, -0.4738243060525137, 0.8806193996238407]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",aruco,"[-6.673305206110578e-05, -2.9409530669729838e-05, 0.1252643472758511]","[-0.4961961969309397, -0.0004647217369530402, -0.00012611699553092209]",False,0.025264452527128622,0.002611588797149507
33.png,True,"[0.0, 0.0, 0.1]","[[0.9999999999999999, -0.0, 0.0], [0.0, 0.8936326403234122, 0.44879918020046206], [-0.0, -0.44879918020046206, 0.8936326403234122]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",aruco,"[-6.679319246983401e-05, -9.207456125905346e-05, 0.12520272931032392]","[-0.4717884585281289, -0.000448902368895908, -0.0001202452184665556]",False,0.02520298600850406,0.006383958445355341
34.png,True,"[0.0, 0.0, 0.1]","[[1.0, -0.0, 0.0], [0.0, 0.9059349056813111, 0.42341698911143605], [-0.0, -0.42341698911143605, 0.9059349056813111]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",aruco,"[-6.70726035533843e-05, -2.8852341165001185e-05, 0.12541643925270413]","[-0.4354966770632365, -0.0004232424800457976, -0.00011126940500304047]",False,0.025416544129329165,0.0017711489911323654
35.png,True,"[0.0, 0.0, 0.1]","[[1.0, -0.0, 0.0], [0.0, 0.9175164079985194, 0.3976979268911198], [-0.0, -0.3976979268911198, 0.9175164079985194]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",aruco,"[-0.00011418063553188715, -4.2642099778682525e-05, 0.12543441154879145]","[-0.4115625220891226, 0.0020685342020370146, -0.0014624322103197647]",False,0.02543470358387335,0.003586373912742792
36.png,True,"[0.0, 0.0, 0.1]","[[1.0, -0.0, 0.0], [0.0, 0.9283679330160726, 0.3716624556603275], [-0.0, -0.3716624556603275, 0.9283679330160726]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",aruco,"[-6.732664354874665e-05, -0.0001005507327767172, 0.12535370890998604]","[-0.3819552298807089, -0.00037417961866732384, -9.818193751682776e-05]",False,0.025353997689104152,0.0012183861161307761
37.png,True,"[0.0, 0.0, 0.1]","[[1.0, -0.0, 0.0], [0.0, 0.9384808472459367, 0.3453312892753113], [-0.0, -0.3453312892753113, 0.9384808472459367]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",aruco,"[-6.744464182904721e-05, -7.478789069073476e-05, 0.12531642815127933]","[-0.35841733058734393, -0.00035148617071036623, -9.24867398691607e-05]",False,0.02531662845536889,0.0058367724025249245
38.png,True,"[0.0, 0.0, 0.1]","[[1.0, -0.0, 0.0], [0.0, 0.9478471048398232, 0.3187253768477895], [-0.0, -0.3187253768477895, 0.9478471048398232]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",aruco,"[-6.756146772917891e-05, -8.949871142600565e-05, 0.12517250927607018]","[-0.328826564667475, -0.00031851060625751856, -8.532192915405254e-05]",False,0.025172759042765013,0.004454252924732252
39.png,True,"[0.0, 0.0, 0.1]","[[0.9999999999999999, -0.0, 0.0], [0.0, 0.956459253990476, 0.29186588607780445], [-0.0, -0.29186588607780445, 0.956459253990476]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",aruco,"[-6.79537524777394e-05, 6.58457727122758e-06, 0.12543192478581913]","[-0.2934628867009544, -0.0002790062007158711, -7.666785176822732e-05]",False,0.02543201642380515,0.002729466173839664
40.png,True,"[0.0, 0.0, 0.1]","[[1.0, -0.0, 0.0], [0.0, 0.9643104428603411, 0.2647741864126726], [-0.0, -0.2647741864126726, 0.9643104428603411]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",aruco,"[-6.810821417319351e-05, -7.328710472194174e-05, 0.1253232188902673]","[-0.26562028892906675, -0.0002436244313159022, -6.995219789273868e-05]",False,0.025323416528836434,0.0023630066753399107
41.png,True,"[0.0, 0.0, 0.1]","[[1.0, -0.0, 0.0], [0.0, 0.9713944250328961, 0.23747183204542235], [-0.0, -0.23747183204542235, 0.9713944250328961]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",aruco,"[-6.827642236337762e-05, -9.777471700404869e-05, 0.12530390160007415]","[-0.2417731578791402, -0.00021493350150973266, -6.410306014648417e-05]",False,0.025304182613776937,0.0020231666048448594
42.png,True,"[0.0, 0.0, 0.1]","[[1.0, -0.0, 0.0], [0.0, 0.9777055644823085, 0.20998054476624842], [-0.0, -0.20998054476624842, 0.9777055644823085]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",aruco,"[-6.844864233173391e-05, -0.00011407177352715208, 0.12526745317549495]","[-0.21683857706963722, -0.00018396702491886148, -5.7894958851423857e-05]",False,0.025267803378251588,0.005287021925879382
43.png,True,"[0.0, 0.0, 0.1]","[[0.9999999999999999, -0.0, 0.0], [0.0, 0.9832388400574655, 0.1823221966806275], [-0.0, -0.1823221966806275, 0.9832388400574655]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",aruco,"[-6.888615318923902e-05, -5.374025725801697e-05, 0.12550226664902311]","[-0.17841352836052257, -0.00013462686236248374, -4.810968072512489e-05]",False,0.025502416308170246,0.004936255966521121
44.png,True,"[0.0, 0.0, 0.1]","[[1.0, -0.0, 0.0], [0.0, 0.9879898494768089, 0.1545187928078404], [-0.0, -0.1545187928078404, 0.9879898494768089]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",aruco,"[-6.905560722866539e-05, -5.154735375548774e-05, 0.12540220517069967]","[-0.15105984208174314, -9.773862418597814e-05, -4.104553327639279e-05]",False,0.025402351334884127,0.004081909855212146
45.png,True,"[0.0, 0.0, 0.1]","[[1.0000000000000002, -0.0, 0.0], [0.0, 0.9919548128307955, 0.1265924535737494], [-0.0, -0.1265924535737494, 0.9919548128307955]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",aruco,"[-6.921585773107507e-05, -4.482078999965629e-05, 0.12526650128515332]","[-0.12332398085205348, -5.8718847129922365e-05, -3.3773655054433226e-05]",False,0.025266635845138382,0.00360969044901441
46.png,True,"[0.0, 0.0, 0.1]","[[1.0, -0.0, 0.0], [0.0, 0.9951305755891982, 0.09856539721175624], [-0.0, -0.09856539721175624, 0.9951305755891982]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",aruco,"[-6.935151580638497e-05, -6.736509477241591e-05, 0.125393745806016]","[-0.10165309281609572, -5.005395222817743e-05, -2.7932684011753023e-05]",False,0.025393929860289318,0.0029279584310688304
47.png,True,"[0.0, 0.0, 0.1]","[[1.0, -0.0, 0.0], [0.0, 0.997514611110856, 0.07045992208594715], [-0.0, -0.07045992208594715, 0.997514611110856]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",aruco,"[-6.946671890947064e-05, -0.0001364721233307073, 0.12534417117698463]","[-0.07578179625354574, -2.6890559326750695e-05, -2.0934561481797922e-05]",False,0.02534463380902909,0.00526355291379359
48.png,True,"[0.0, 0.0, 0.1]","[[1.0000000000000002, -0.0, 0.0], [0.0, 0.9991050226538719, 0.042298388950483046], [-0.0, -0.042298388950483046, 0.9991050226538719]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",aruco,"[-6.955631009999663e-05, -6.489647871798727e-05, 0.12526558038846483]","[-0.0498612908875055, -4.768315778664726e-06, -1.3828810357436153e-05]",False,0.025265759477981323,0.007550292885682026
49.png,True,"[0.0, 0.0, 0.1]","[[1.0, -0.0, 0.0], [0.0, 0.9999005448846631, 0.014103203159353431], [-0.0, -0.014103203159353431, 0.9999005448846631]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",aruco,"[-6.960989753445557e-05, -6.899056993291147e-05, 0.12531425033434285]","[-0.025222337997613826, -1.2192645225924622e-06, -7.0036107814144915e-06]",False,0.0253144400535811,0.011118669547016655
50.png,True,"[0.0, 0.0, 0.1]","[[1.0, 0.0, 0.0], [0.0, 0.9999005448846631, -0.014103203159353431], [0.0, 0.014103203159353431, 0.9999005448846631]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",aruco,"[-6.961085399616097e-05, -7.017521815472676e-05, 0.12531599000374355]","[0.025235320004670915, -1.2206476779716311e-06, 7.006486107504553e-06]",False,0.02531618296864439,0.011131651553384357
51.png,True,"[0.0, 0.0, 0.1]","[[1.0000000000000002, 0.0, 0.0], [0.0, 0.9991050226538719, -0.042298388950483046], [0.0, 0.042298388950483046, 0.9991050226538719]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",aruco,"[-6.95580943108426e-05, -7.401402844450353e-05, 0.12526892726742772]","[0.04991021151346827, -4.778726538959574e-06, 1.383949715075199e-05]",False,0.025269131398832106,0.007599213446429458
52.png,True,"[0.0, 0.0, 0.1]","[[1.0, 0.0, 0.0], [0.0, 0.997514611110856, -0.07045992208594715], [0.0, 0.07045992208594715, 0.997514611110856]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",aruco,"[-6.946924373593489e-05, -2.3470756196174037e-06, 0.1253491399199591]","[0.07586162479429802, -2.6926080384790434e-05, 2.0941114306907457e-05]",False,0.02534923521856731,0.005343380011522108
53.png,True,"[0.0, 0.0, 0.1]","[[1.0, 0.0, 0.0], [0.0, 0.9951305755891982, -0.09856539721175624], [0.0, 0.09856539721175624, 0.9951305755891982]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",aruco,"[-6.935456780152992e-05, -7.123483196959516e-05, 0.12540016148950472]","[0.10178238187501443, -5.013214445747802e-05, 2.7939290614360008e-05]",False,0.025400356063454685,0.003057225119679375
54.png,True,"[0.0, 0.0, 0.1]","[[1.0000000000000002, 0.0, 0.0], [0.0, 0.9919548128307955, -0.12659245357374915], [0.0, 0.12659245357374915, 0.9919548128307955]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",aruco,"[-6.921905010708079e-05, -9.32484899478129e-05, 0.12527382629616537]","[0.12352451474491191, -5.8849806218201627e-05, 3.379401918001516e-05]",False,0.02527409310354212,0.0034091963524113685
55.png,True,"[0.0, 0.0, 0.1]","[[1.0, 0.0, 0.0], [0.0, 0.9879898494768089, -0.1545187928078404], [0.0, 0.1545187928078404, 0.9879898494768089]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",aruco,"[-6.905895091789777e-05, -8.636237040343764e-05, 0.12541074846004632]","[0.15131738159753577, -9.795361448932196e-05, 4.105816538734045e-05]",False,0.025410989057836175,0.003824468489216639
56.png,True,"[0.0, 0.0, 0.1]","[[0.9999999999999999, 0.0, 0.0], [0.0, 0.9832388400574655, -0.1823221966806275], [0.0, 0.1823221966806275, 0.9832388400574655]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",aruco,"[-6.888942208231136e-05, -8.393673475102697e-05, 0.12551177144249775]","[0.17873597308519482, -0.00013493937838181594, 4.81173301772851e-05]",False,0.025512002533359845,0.004613964733970676
57.png,True,"[0.0, 0.0, 0.1]","[[1.0, 0.0, 0.0], [0.0, 0.9777055644823085, -0.20998054476624842], [0.0, 0.20998054476624842, 0.9777055644823085]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",aruco,"[-6.845152907165653e-05, -2.285729528016368e-05, 0.12527792958440473]","[0.21725463805673528, -0.0001844274650222031, 5.7896729469980036e-05]",False,0.02527803260030146,0.005702841987598461
58.png,True,"[0.0, 0.0, 0.1]","[[1.0, 0.0, 0.0], [0.0, 0.9713944250328961, -0.2374718320454221], [0.0, 0.2374718320454221, 0.9713944250328961]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",aruco,"[-6.827896151264355e-05, -3.890901552314661e-05, 0.12531484495364661]","[0.2422483679366464, -0.0002154938214349493, 6.410049397984997e-05]",False,0.02531496693569323,0.0024960628921185985
59.png,True,"[0.0, 0.0, 0.1]","[[1.0, 0.0, 0.0], [0.0, 0.9643104428603411, -0.2647741864126726], [0.0, 0.2647741864126726, 0.9643104428603411]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",aruco,"[-6.811038776173567e-05, -6.317486562573684e-05, 0.12533450746466956]","[0.2661486258953526, -0.0002442783970542104, 6.994467547497437e-05]",False,0.025334677786898446,0.0018386541179060357
60.png,True,"[0.0, 0.0, 0.1]","[[0.9999999999999999, 0.0, 0.0], [0.0, 0.956459253990476, -0.29186588607780445], [0.0, 0.29186588607780445, 0.956459253990476]]","{'tagLength': 0.0525, 'tagFamily': 'tag36h11', 'tagId': 0}",aruco,"[-6.795559564174805e-05, -0.00014294311218885727, 0.12544359788634016]","[0.29404519910656324, -0.00027975626451522926, 7.665121143902534e-05]",False,0.02544409016054758,0.0021513865194482352
