imageName,realT,realR,time,method,detectedT,detectedR,isSuccess,errorT,errorR,detectionSettings
0.png,"[-0.23089994850186418, -0.05176956924563497, 1.1638580144196644]","[-3.0687735308584325, 0.0019792631036102005, -0.028024557188418033]",0.0,aruco,"[-0.2338487844720929, -0.05435244132511002, 1.1759183269746374]","[-3.0324244944379295, -0.0033765855273568506, -0.026925443166403638]",True,"[-0.0029488359702287137, -0.0025828720794750445, 0.012060312554972974]","[0.03632285752304339, 0.0003538230585777625, 0.003859641959118824]","{'aruco3': False, 'cornerRefinementMinAccuracy ': 0.1, 'parser': 'simple'}"
1.png,"[-0.23056667096506894, -0.0517702196910515, 1.1638640783704859]","[-3.0687735308584325, 0.0019792631036102005, -0.028024557188418033]",0.0666666666666666,aruco,"[-0.23357164813079018, -0.0535986196046688, 1.176581841342185]","[-3.0502387694869837, -0.0005784454085942391, -0.027177137867231884]",True,"[-0.0030049771657212343, -0.0018283999136173013, 0.01271776297169902]","[0.0185263706226618, 0.0003713237404038402, 0.0018517295070823963]","{'aruco3': False, 'cornerRefinementMinAccuracy ': 0.1, 'parser': 'simple'}"
2.png,"[-0.23001120840374353, -0.05177130376674577, 1.1638741849551884]","[-3.0687735308584325, 0.0019792631036102005, -0.028024557188418033]",0.1333333333333333,aruco,"[-0.23302979058208007, -0.05436400872888186, 1.1758958830198638]","[-3.0321088637804388, -0.003368416580657124, -0.026829179399622382]",True,"[-0.003018582178336532, -0.0025927049621360942, 0.012021698064675457]","[0.03663939171238714, 0.00041531659225804983, 0.0038595972348664347]","{'aruco3': False, 'cornerRefinementMinAccuracy ': 0.1, 'parser': 'simple'}"
3.png,"[-0.22923356081788798, -0.05177282147271772, 1.1638883341737718]","[-3.0687735308584325, 0.0019792631036102005, -0.028024557188418033]",0.2,aruco,"[-0.23221072993257727, -0.054375642018702014, 1.1758731745661448]","[-3.031791593630512, -0.003360198863874203, -0.026731164137993743]",True,"[-0.0029771691146892876, -0.0026028205459842912, 0.01198484039237302]","[0.03695757860694107, 0.0004779654678066883, 0.003859577517173045]","{'aruco3': False, 'cornerRefinementMinAccuracy ': 0.1, 'parser': 'simple'}"
4.png,"[-0.22823372820750223, -0.05177477280896736, 1.163906526026236]","[-3.0687735308584325, 0.0019792631036102005, -0.028024557188418033]",0.2666666666666666,aruco,"[-0.23071266728932752, -0.05268594641031171, 1.178061946667912]","[-3.072526810099857, -0.0020716969995071854, 0.004471591893008477]",True,"[-0.002478939081825282, -0.0009111736013443505, 0.014155420641676075]","[-0.003641924632482885, 0.02105445332608039, 0.0033709250492517276]","{'aruco3': False, 'cornerRefinementMinAccuracy ': 0.1, 'parser': 'simple'}"
5.png,"[-0.22701171057258632, -0.05177715777549474, 1.1639287605125814]","[-3.0687735308584325, 0.0019792631036102005, -0.028024557188418033]",0.3333333333333333,aruco,"[-0.229753138317483, -0.05441093606462426, 1.175803444585069]","[-3.030829953292881, -0.003335233730061148, -0.026426254102080448]",True,"[-0.0027414277448966906, -0.0026337782891295153, 0.011874684072487485]","[0.03792205015666958, 0.0006730828933261997, 0.0038596640861475596]","{'aruco3': False, 'cornerRefinementMinAccuracy ': 0.1, 'parser': 'simple'}"
6.png,"[-0.22556750791314026, -0.05177997637229981, 1.1639550376328076]","[-3.0687735308584325, 0.0019792631036102005, -0.028024557188418033]",0.4,aruco,"[-0.22811439334468486, -0.05443479252304586, 1.1757556033560546]","[-3.0301806809826486, -0.0033183102689886, -0.02621356521348295]",True,"[-0.0025468854315446043, -0.002654816150746052, 0.011800565723246947]","[0.0385732790556927, 0.0008093802843814037, 0.0038598385649933624]","{'aruco3': False, 'cornerRefinementMinAccuracy ': 0.1, 'parser': 'simple'}"
7.png,"[-0.22390112022916403, -0.05178322859938256, 1.163985357386915]","[-3.0687735308584325, 0.0019792631036102005, -0.028024557188418033]",0.4666666666666667,aruco,"[-0.22647535929861762, -0.054458909092978056, 1.17570666251896]","[-3.0295248839844957, -0.0033011433223782065, -0.025992998995668447]",True,"[-0.0025742390694535877, -0.0026756804935954975, 0.011721305132045057]","[0.039231089372985764, 0.0009508851191090997, 0.003860101716697986]","{'aruco3': False, 'cornerRefinementMinAccuracy ': 0.1, 'parser': 'simple'}"
8.png,"[-0.22201254752065763, -0.051786914456742994, 1.1640197197749031]","[-3.0687735308584325, 0.0019792631036102005, -0.028024557188418033]",0.5333333333333333,aruco,"[-0.22483602874115485, -0.054483284162770526, 1.1756566087250115]","[-3.0288625843836248, -0.0032837154911764914, -0.025764253185939695]",True,"[-0.0028234812204972204, -0.002696369706027532, 0.011636888950108393]","[0.039895460163643405, 0.0010978010590799953, 0.0038604490954082197]","{'aruco3': False, 'cornerRefinementMinAccuracy ': 0.1, 'parser': 'simple'}"
9.png,"[-0.21990178978762107, -0.05179103394438117, 1.1640581247967723]","[-3.0687735308584325, 0.0019792631036102005, -0.028024557188418033]",0.6,aruco,"[-0.22237646060367458, -0.05452032731189712, 1.1755794128636428]","[-3.0278570055377347, -0.0032570449253405396, -0.02540512253155855]",True,"[-0.0024746708160535147, -0.002729293367515949, 0.011521288066870472]","[0.04090425655871519, 0.001328776209529659, 0.003861117495453622]","{'aruco3': False, 'cornerRefinementMinAccuracy ': 0.1, 'parser': 'simple'}"
10.png,"[-0.21756884703005436, -0.05179558706229703, 1.1641005724525224]","[-3.0687735308584325, 0.0019792631036102005, -0.028024557188418033]",0.6666666666666666,aruco,"[-0.21991618319179715, -0.05455794073359662, 1.175499641062441]","[-3.0268369743238597, -0.003229683868156912, -0.025025831246900155]",True,"[-0.0023473361617427912, -0.0027623536712995875, 0.011399068609918572]","[0.041927640909688715, 0.0015731118099072076, 0.0038619474763239613]","{'aruco3': False, 'cornerRefinementMinAccuracy ': 0.1, 'parser': 'simple'}"
11.png,"[-0.21501371924795748, -0.05180057381049058, 1.1641470627421535]","[-3.0687735308584325, 0.0019792631036102005, -0.028024557188418033]",0.7333333333333333,aruco,"[-0.2174551713682873, -0.054596114848422465, 1.1754172540737737]","[-3.025802663897343, -0.003201562482943569, -0.0246252905041141]",True,"[-0.0024414521203298123, -0.0027955410379318854, 0.011270191331620216]","[0.04296544250396396, 0.0018315442905667255, 0.0038629173535774967]","{'aruco3': False, 'cornerRefinementMinAccuracy ': 0.1, 'parser': 'simple'}"
12.png,"[-0.21223640644133043, -0.05180599418896181, 1.1641975956656656]","[-3.0687735308584325, 0.0019792631036102005, -0.028024557188418033]",0.8,aruco,"[-0.21437843857835936, -0.05280004609068953, 1.177969687789544]","[-3.0692626248656856, -0.0018239064550693042, 0.006298981859748912]",True,"[-0.002142032137028932, -0.000994051901727716, 0.013772092123878421]","[-0.00037856673637604873, 0.022249227660820662, 0.0032840484092692876]","{'aruco3': False, 'cornerRefinementMinAccuracy ': 0.1, 'parser': 'simple'}"
13.png,"[-0.20923690861017322, -0.051811848197710786, 1.1642521712230587]","[-3.0687735308584325, 0.0019792631036102005, -0.028024557188418033]",0.8666666666666667,aruco,"[-0.21170981301906494, -0.05468731121650996, 1.1752146400119106]","[-3.023334795657927, -0.0031325972799853305, -0.02360177087483986]",True,"[-0.002472904408891724, -0.0028754630187991723, 0.010962468788851876]","[0.04544200125103646, 0.0024936342542068663, 0.0038656060706625116]","{'aruco3': False, 'cornerRefinementMinAccuracy ': 0.1, 'parser': 'simple'}"
14.png,"[-0.20601522575448586, -0.051818135836737444, 1.1643107894143327]","[-3.0687735308584325, 0.0019792631036102005, -0.028024557188418033]",0.9333333333333332,aruco,"[-0.20784164906430713, -0.05285063107158784, 1.1779221145896972]","[-3.067846572367182, -0.00172204621511105, 0.00711206592430261]",True,"[-0.0018264233098212734, -0.0010324952348503974, 0.013611325175364453]","[0.001036720119704626, 0.02278138075081571, 0.0032504315967074324]","{'aruco3': False, 'cornerRefinementMinAccuracy ': 0.1, 'parser': 'simple'}"
15.png,"[-0.20257135787426833, -0.05182485710604179, 1.1643734502394878]","[-3.0687735308584325, 0.0019792631036102005, -0.028024557188418033]",1.0,aruco,"[-0.20457245399964302, -0.052877035529121215, 1.1778958329290232]","[-3.0671134313586284, -0.0016704205780181947, 0.007540884886018632]",True,"[-0.0020010961253746906, -0.0010521784230794265, 0.013522382689535428]","[0.0017693588671128348, 0.02306216468214825, 0.0032339191658856937]","{'aruco3': False, 'cornerRefinementMinAccuracy ': 0.1, 'parser': 'simple'}"
16.png,"[-0.19890530496952064, -0.05183201200562387, 1.1644401536985236]","[-3.0687735308584325, 0.0019792631036102005, -0.028024557188418033]",1.0666666666666669,aruco,"[-0.20102783226801046, -0.054864046773394334, 1.1747987430325724]","[-3.0185596263931282, -0.0029891786079063827, -0.021327912244147984]",True,"[-0.002122527298489829, -0.003032034767770461, 0.010358589334048762]","[0.050235301970691856, 0.003971737788057146, 0.003871184666910603]","{'aruco3': False, 'cornerRefinementMinAccuracy ': 0.1, 'parser': 'simple'}"
17.png,"[-0.19501706704024277, -0.05183960053548364, 1.1645108997914404]","[-3.0687735308584325, 0.0019792631036102005, -0.028024557188418033]",1.1333333333333333,aruco,"[-0.19691489770923915, -0.05493432936868174, 1.1746248061957936]","[-3.0166616988179045, -0.002927520125367075, -0.02030780391807492]",True,"[-0.0018978306689963753, -0.0030947288331980988, 0.010113906404353168]","[0.05214083931719319, 0.004637471344624481, 0.0038730901697264673]","{'aruco3': False, 'cornerRefinementMinAccuracy ': 0.1, 'parser': 'simple'}"
18.png,"[-0.19090664408643473, -0.0518476226956211, 1.1645856885182384]","[-3.0687735308584325, 0.0019792631036102005, -0.028024557188418033]",1.2,aruco,"[-0.19279932951364942, -0.05500574148159963, 1.174443060678281]","[-3.014733019938682, -0.0028615987876028644, -0.019198428103869725]",True,"[-0.0018926854272146854, -0.0031581187859785337, 0.009857372160042566]","[0.05407742542575922, 0.005362991447258545, 0.003874598190419499]","{'aruco3': False, 'cornerRefinementMinAccuracy ': 0.1, 'parser': 'simple'}"
19.png,"[-0.18657403610809656, -0.05185607848603624, 1.1646645198789172]","[-3.0687735308584325, 0.0019792631036102005, -0.028024557188418033]",1.2666666666666666,aruco,"[-0.18821683734363134, -0.05302065794031768, 1.1777370737020654]","[-3.0631824790024953, -0.0014040147568019864, 0.0099652354808701]",True,"[-0.0016428012355347854, -0.0011645794542814378, 0.013072553823148203]","[0.005696206244381449, 0.02465112320372965, 0.0031549330295485593]","{'aruco3': False, 'cornerRefinementMinAccuracy ': 0.1, 'parser': 'simple'}"
20.png,"[-0.18201924310522818, -0.05186496790672912, 1.1647473938734771]","[-3.0687735308584325, 0.0019792631036102005, -0.028024557188418033]",1.3333333333333333,aruco,"[-0.1833064515545435, -0.05306764255433472, 1.1776797627538893]","[-3.061913008920343, -0.0013209318340779072, 0.010803895454158077]",True,"[-0.001287208449315319, -0.0012026746476056019, 0.01293236888041216]","[0.00696376255298417, 0.02520135575526628, 0.003132604873516607]","{'aruco3': False, 'cornerRefinementMinAccuracy ': 0.1, 'parser': 'simple'}"
21.png,"[-0.17724226507782967, -0.05187429095769969, 1.1648343105019179]","[-3.0687735308584325, 0.0019792631036102005, -0.028024557188418033]",1.4,aruco,"[-0.17839404601623937, -0.05311647719115143, 1.1776175696036146]","[-3.060600180745568, -0.001236122458603691, 0.011705298740000543]",True,"[-0.0011517809384097022, -0.0012421862334517433, 0.012783259101696753]","[0.008274255473500282, 0.025793049467104326, 0.0031110161094588364]","{'aruco3': False, 'cornerRefinementMinAccuracy ': 0.1, 'parser': 'simple'}"
22.png,"[-0.17224310202590098, -0.05188404763894794, 1.1649252697642396]","[-3.0687735308584325, 0.0019792631036102005, -0.028024557188418033]",1.4666666666666666,aruco,"[-0.17347942488147208, -0.05316717994988986, 1.177550252567351]","[-3.0592432311278612, -0.0011494105293382998, 0.012676715777149187]",True,"[-0.0012363228555710981, -0.0012831323109419243, 0.012624982803111306]","[0.009628368968719776, 0.026431028093849045, 0.003090229784038084]","{'aruco3': False, 'cornerRefinementMinAccuracy ': 0.1, 'parser': 'simple'}"
23.png,"[-0.16702175394944216, -0.05189423795047393, 1.1650202716604423]","[-3.0687735308584325, 0.0019792631036102005, -0.028024557188418033]",1.5333333333333332,aruco,"[-0.1680471204218706, -0.05545076091977915, 1.1731943802499378]","[-3.0026782010020843, -0.002350934783615204, -0.010383247758272563]",True,"[-0.0010253664724284295, -0.003556522969305219, 0.008174108589495521]","[0.06618136905581318, 0.011168860863214879, 0.003863461859219052]","{'aruco3': False, 'cornerRefinementMinAccuracy ': 0.1, 'parser': 'simple'}"
24.png,"[-0.16157822084845314, -0.051904861892277554, 1.165119316190526]","[-3.0687735308584325, 0.0019792631036102005, -0.028024557188418033]",1.6,aruco,"[-0.1647521076950702, -0.05300135849309531, 1.1777665903905186]","[-3.062500198928322, -0.0029943108287715232, -0.057590079760584216]",True,"[-0.003173886846617069, -0.001096496600817759, 0.012647274199992564]","[0.0058266563060170124, -0.019435531721884006, 0.0025913931893809744]","{'aruco3': False, 'cornerRefinementMinAccuracy ': 0.1, 'parser': 'simple'}"
25.png,"[-0.15591250272293397, -0.05191591946435892, 1.1652224033544905]","[-3.0687735308584325, 0.0019792631036102005, -0.028024557188418033]",1.6666666666666667,aruco,"[-0.15909268203079024, -0.05315360228479071, 1.1776327078436974]","[-3.0587326969278013, -0.0030486853022204255, -0.05920813102951786]",True,"[-0.0031801793078562735, -0.0012376828204317958, 0.012410304489206991]","[0.009562181347359047, -0.02054015719737954, 0.0026231195843368074]","{'aruco3': False, 'cornerRefinementMinAccuracy ': 0.1, 'parser': 'simple'}"
26.png,"[-0.15002459957288464, -0.05192741066671802, 1.1653295331523361]","[-3.0687735308584325, 0.0019792631036102005, -0.028024557188418033]",1.7333333333333334,aruco,"[-0.15050885491421045, -0.05342848539462251, 1.1771614586702337]","[-3.0523165009511635, -0.0007133582229482478, 0.01837986290493774]",True,"[-0.0004842553413258177, -0.0015010747279044917, 0.011831925517897579]","[0.016531916914736572, 0.030182642114392554, 0.0030056056164736366]","{'aruco3': False, 'cornerRefinementMinAccuracy ': 0.1, 'parser': 'simple'}"
