imageName,realT,realR,time,method,detectedT,detectedR,isSuccess,errorT,errorR,detectionSettings
0.png,"[-0.23053423785741892, -0.050317334849565964, 1.143914161457325]","[-2.9355712422849782, 0.8872431861472238, 0.0053804379355310095]",0.0,apriltag,"[-0.2291639282259854, -0.05114451344290753, 1.1412792157776377]","[-2.925516382707661, 0.8795440070974636, 0.04079923856908784]",True,"[0.0013703096314335028, -0.0008271785933415682, -0.0026349456796872506]","[0.017767234404081036, 0.018713464016605407, 0.0037627028637036617]","{'nthreads': 1, 'quad_decimate': 1.0, 'quad_sigma': 0.0, 'refine_edges': 1, 'decode_sharpening': 0.25, 'parser': 'simple'}"
1.png,"[-0.2269155375908065, -0.03382618985499025, 1.1495821029247713]","[-2.8491935674015005, 0.568500889669082, -0.0055694003516589576]",0.0666666666666666,apriltag,"[-0.22444124022698686, -0.03498820873947192, 1.142074622129097]","[-2.8289764028193702, 0.5573614482358025, 0.033452842154582864]",True,"[0.0024742973638196275, -0.0011620188844816692, -0.007507480795674315]","[0.02649412974243139, 0.0212884181744801, 0.007961176446866017]","{'nthreads': 1, 'quad_decimate': 1.0, 'quad_sigma': 0.0, 'refine_edges': 1, 'decode_sharpening': 0.25, 'parser': 'simple'}"
2.png,"[-0.226657584579425, -0.017588001711638268, 1.157867947934308]","[-2.73391057790181, 0.2572935095985162, -0.01596554567142969]",0.1333333333333333,apriltag,"[-0.2272287127304808, -0.017698338775091547, 1.1602429504038774]","[-2.7326484044300594, 0.2608820813598986, -0.020292326349664366]",True,"[-0.0005711281510557831, -0.00011033706345327937, 0.002375002469569454]","[0.0006689460937918072, -0.002590061467158068, -0.0031878726992831045]","{'nthreads': 1, 'quad_decimate': 1.0, 'quad_sigma': 0.0, 'refine_edges': 1, 'decode_sharpening': 0.25, 'parser': 'simple'}"
3.png,"[-0.22982831497031722, -0.0029586648524763115, 1.1682682254672698]","[-2.59302092498648, -0.03668340683824407, -0.025484119293773873]",0.2,apriltag,"[-0.22952595773258577, -0.003164296648906339, 1.1682171123984595]","[-2.5908411096883155, -0.03862866909491939, -0.019848370990618175]",True,"[0.00030235723773144874, -0.00020563179643002735, -5.1113068810337836e-05]","[0.002125426587035882, 0.0036478105154025544, 0.00256322638741862]","{'nthreads': 1, 'quad_decimate': 1.0, 'quad_sigma': 0.0, 'refine_edges': 1, 'decode_sharpening': 0.25, 'parser': 'simple'}"
4.png,"[-0.23592721757718813, 0.00890584392311794, 1.1799957516145707]","[-2.4326908483753527, -0.30564655922566725, -0.033897844293079626]",0.2666666666666666,apriltag,"[-0.23563479141414442, 0.008851396805393982, 1.1794343265054488]","[-2.433798917092808, -0.3044887035924608, -0.03072801010402167]",True,"[0.00029242616304370195, -5.444711772395819e-05, -0.000561425109121938]","[-0.001232524761829415, 0.0024986309633473988, -0.00011662004461233981]","{'nthreads': 1, 'quad_decimate': 1.0, 'quad_sigma': 0.0, 'refine_edges': 1, 'decode_sharpening': 0.25, 'parser': 'simple'}"
5.png,"[-0.2439991041922021, 0.017314284374371325, 1.1921335667266344]","[-2.26110959408292, -0.5440316758465927, -0.04107945413816557]",0.3333333333333333,apriltag,"[-0.24357290565243703, 0.01697029566470005, 1.1908756767701405]","[-2.25975508625615, -0.5427235049933753, -0.03992823079288146]",True,"[0.0004261985397650825, -0.00034398870967127654, -0.0012578899564938961]","[0.0013424484696869974, 0.0014673860993433942, -0.0003117164750904259]","{'nthreads': 1, 'quad_decimate': 1.0, 'quad_sigma': 0.0, 'refine_edges': 1, 'decode_sharpening': 0.25, 'parser': 'simple'}"
6.png,"[-0.2528598234390924, 0.02216963556349688, 1.2038144558388777]","[-2.08760741803635, -0.748536804904826, -0.04699509743739459]",0.4,apriltag,"[-0.25233092850994276, 0.02189461190539243, 1.2026968692707152]","[-2.086988617752279, -0.7486998497950614, -0.043572447937588334]",True,"[0.0005288949291496481, -0.0002750236581044521, -0.0011175865681625208]","[-0.00025485589111956953, 0.0023891368866472773, 0.00150078369893196]","{'nthreads': 1, 'quad_decimate': 1.0, 'quad_sigma': 0.0, 'refine_edges': 1, 'decode_sharpening': 0.25, 'parser': 'simple'}"
7.png,"[-0.26134974114946763, 0.02393125033520671, 1.2143661330883855]","[-1.921823639865278, -0.9179232092200973, -0.05168932426003073]",0.4666666666666667,apriltag,"[-0.2608872244912606, 0.023625561895708212, 1.2133248311516387]","[-1.91936257645378, -0.9211507778500779, -0.053550032192814075]",True,"[0.0004625166582070128, -0.0003056884394984985, -0.0010413019367467857]","[0.001922600494226152, -0.0023310243721677833, 0.0021256789301229667]","{'nthreads': 1, 'quad_decimate': 1.0, 'quad_sigma': 0.0, 'refine_edges': 1, 'decode_sharpening': 0.25, 'parser': 'simple'}"
8.png,"[-0.2685293751194626, 0.023444281795537314, 1.2233811610655474]","[-1.7729797005097474, -1.0526152198597407, -0.05526367868651312]",0.5333333333333333,apriltag,"[-0.26744908557710095, 0.022959365737275826, 1.2196672700418592]","[-1.769094975737861, -1.0532310547629333, -0.05608088798582772]",True,"[0.0010802895423616676, -0.0004849160582614878, -0.0037138910236882428]","[0.0034238140093791245, 3.74098873661169e-05, 0.001490463314319129]","{'nthreads': 1, 'quad_decimate': 1.0, 'quad_sigma': 0.0, 'refine_edges': 1, 'decode_sharpening': 0.25, 'parser': 'simple'}"
9.png,"[-0.2737682694492099, 0.021711396577587527, 1.2307042667161663]","[-1.6492867654610825, -1.154156060312314, -0.057851259588335806]",0.6,apriltag,"[-0.27258780481990263, 0.02124511572818888, 1.226586595849953]","[-1.6496430243919535, -1.150963651849625, -0.055017907917924214]",True,"[0.0011804646293072651, -0.0004662808493986481, -0.0041176708662131745]","[-0.0005178750118811193, 0.003596868312773546, -0.0007032097454713211]","{'nthreads': 1, 'quad_decimate': 1.0, 'quad_sigma': 0.0, 'refine_edges': 1, 'decode_sharpening': 0.25, 'parser': 'simple'}"
