imageName,realT,realR,time,method,detectedT,detectedR,isSuccess,errorT,errorR,detectionSettings
0.png,"[-0.23089994850186418, -0.05176956924563497, 1.1638580144196644]","[-3.0687735308584325, 0.0019792631036102005, -0.028024557188418033]",0.0,apriltag,"[-0.23091105485478583, -0.05202933431198829, 1.1640680389640887]","[-3.063626972214503, 0.00222166735282043, -0.02581466271120556]",True,"[-1.1106352921647078e-05, -0.00025976506635332075, 0.00021002454442431429]","[0.005167303655261298, 0.0014123672370282834, -6.173990570465674e-05]","{'nthreads': 1, 'quad_decimate': 1.0, 'quad_sigma': 0.0, 'refine_edges': 1, 'decode_sharpening': 0.25, 'parser': 'simple'}"
1.png,"[-0.23056667096506894, -0.0517702196910515, 1.1638640783704859]","[-3.0687735308584325, 0.0019792631036102005, -0.028024557188418033]",0.0666666666666666,apriltag,"[-0.22982523569167534, -0.052756013678589134, 1.1616666581051311]","[-3.0416373797132645, -0.0023766166371789665, -0.014655158360796498]",True,"[0.000741435273393598, -0.0009857939875376337, -0.0021974202653547437]","[0.027204844202456224, 0.008490261497522114, 0.0034089218189555246]","{'nthreads': 1, 'quad_decimate': 1.0, 'quad_sigma': 0.0, 'refine_edges': 1, 'decode_sharpening': 0.25, 'parser': 'simple'}"
2.png,"[-0.23001120840374353, -0.05177130376674577, 1.1638741849551884]","[-3.0687735308584325, 0.0019792631036102005, -0.028024557188418033]",0.1333333333333333,apriltag,"[-0.23022016602517964, -0.05162643653358148, 1.165030687182743]","[-3.0735729219349626, 0.003306604577050992, -0.02649586230651092]",True,"[-0.00020895762143610663, 0.0001448672331642864, 0.00115650222755459]","[-0.0047783585409813594, 0.001056289055508625, -0.0008671202078956976]","{'nthreads': 1, 'quad_decimate': 1.0, 'quad_sigma': 0.0, 'refine_edges': 1, 'decode_sharpening': 0.25, 'parser': 'simple'}"
3.png,"[-0.22923356081788798, -0.05177282147271772, 1.1638883341737718]","[-3.0687735308584325, 0.0019792631036102005, -0.028024557188418033]",0.2,apriltag,"[-0.22955313522828852, -0.05134161597705688, 1.1645866434784078]","[-3.0807523114170463, 0.003588976309821282, -0.0325857588289046]",True,"[-0.000319574410400536, 0.0004312054956608427, 0.0006983093046359912]","[-0.012015409449180014, -0.0028410504311492816, -0.0012534972094730118]","{'nthreads': 1, 'quad_decimate': 1.0, 'quad_sigma': 0.0, 'refine_edges': 1, 'decode_sharpening': 0.25, 'parser': 'simple'}"
4.png,"[-0.22823372820750223, -0.05177477280896736, 1.163906526026236]","[-3.0687735308584325, 0.0019792631036102005, -0.028024557188418033]",0.2666666666666666,apriltag,"[-0.22831844704818027, -0.052586493993864294, 1.1638812304042256]","[-3.050273839520251, -0.0006181816134505572, -0.02824240127520121]",True,"[-8.471884067803859e-05, -0.0008117211848969325, -2.529562201036839e-05]","[0.018481162611118478, -0.0003266243563003689, 0.001851976956366754]","{'nthreads': 1, 'quad_decimate': 1.0, 'quad_sigma': 0.0, 'refine_edges': 1, 'decode_sharpening': 0.25, 'parser': 'simple'}"
5.png,"[-0.22701171057258632, -0.05177715777549474, 1.1639287605125814]","[-3.0687735308584325, 0.0019792631036102005, -0.028024557188418033]",0.3333333333333333,apriltag,"[-0.22708335098898325, -0.05172923935161255, 1.1638155411051057]","[-3.069357157122592, 0.0031220683841886427, -0.030268351069073666]",True,"[-7.164041639692864e-05, 4.7918423882194194e-05, -0.00011321940747577308]","[-0.000599457577155089, -0.0014291245570685102, -0.0008018587023909276]","{'nthreads': 1, 'quad_decimate': 1.0, 'quad_sigma': 0.0, 'refine_edges': 1, 'decode_sharpening': 0.25, 'parser': 'simple'}"
6.png,"[-0.22556750791314026, -0.05177997637229981, 1.1639550376328076]","[-3.0687735308584325, 0.0019792631036102005, -0.028024557188418033]",0.4,apriltag,"[-0.22659488363620967, -0.05156770338098242, 1.1654061490588479]","[-3.0730355308410044, 0.0049481166065769334, -0.05233596065817832]",True,"[-0.001027375723069407, 0.00021227299131738875, 0.0014511114260402636]","[-0.004567856738393874, -0.01570165138745677, -0.0025430672856069443]","{'nthreads': 1, 'quad_decimate': 1.0, 'quad_sigma': 0.0, 'refine_edges': 1, 'decode_sharpening': 0.25, 'parser': 'simple'}"
7.png,"[-0.22390112022916403, -0.05178322859938256, 1.163985357386915]","[-3.0687735308584325, 0.0019792631036102005, -0.028024557188418033]",0.4666666666666667,apriltag,"[-0.22394401227373628, -0.05199462945407348, 1.1638586570616112]","[-3.0634949518942873, 0.0009547005873490477, -0.027927315273787244]",True,"[-4.2892044572251375e-05, -0.00021140085469092268, -0.00012670032530381903]","[0.0052734343378382864, 4.355308994810231e-06, 0.0007150363974022325]","{'nthreads': 1, 'quad_decimate': 1.0, 'quad_sigma': 0.0, 'refine_edges': 1, 'decode_sharpening': 0.25, 'parser': 'simple'}"
8.png,"[-0.22201254752065763, -0.051786914456742994, 1.1640197197749031]","[-3.0687735308584325, 0.0019792631036102005, -0.028024557188418033]",0.5333333333333333,apriltag,"[-0.22221740994254208, -0.0514701827310458, 1.1652111602820905]","[-3.075343085581117, 0.0067912376799201726, -0.026738468518932877]",True,"[-0.00020486242188444415, 0.00031673172569719743, 0.0011914405071873357]","[-0.006535460071906392, 0.000992058188596738, -0.0031507700924060644]","{'nthreads': 1, 'quad_decimate': 1.0, 'quad_sigma': 0.0, 'refine_edges': 1, 'decode_sharpening': 0.25, 'parser': 'simple'}"
9.png,"[-0.21990178978762107, -0.05179103394438117, 1.1640581247967723]","[-3.0687735308584325, 0.0019792631036102005, -0.028024557188418033]",0.6,apriltag,"[-0.2199853265683328, -0.05195394738095745, 1.1636757176188874]","[-3.0674990106832296, -0.002934457711641843, -0.03130903474693133]",True,"[-8.353678071174042e-05, -0.0001629134365762827, -0.000382407177884847]","[0.0012120651191396478, -0.002263081583262269, 0.003131907453542283]","{'nthreads': 1, 'quad_decimate': 1.0, 'quad_sigma': 0.0, 'refine_edges': 1, 'decode_sharpening': 0.25, 'parser': 'simple'}"
