imageName,realT,realR,time,method,detectedT,detectedR,isSuccess,errorT,errorR,detectionSettings
0.png,"[-0.23089994850186418, -0.05176956924563497, 1.1638580144196644]","[-3.0687735308584325, 0.0019792631036102005, -0.028024557188418033]",0.0,aruco,"[-0.2338427574755706, -0.053673985665994864, 1.178180901304625]","[-3.0494509055716748, 4.899956102217519e-07, -0.03464653903512399]",True,"[-0.0029428089737064123, -0.0019044164203598918, 0.014322886884960528]","[0.019240637460964164, -0.004509970603502232, 0.001301287741919852]","{'aruco3': False, 'cornerRefinementMinAccuracy ': 0.1, 'parser': 'simple'}"
1.png,"[-0.23056667096506894, -0.0517702196910515, 1.1638640783704859]","[-3.0687735308584325, 0.0019792631036102005, -0.028024557188418033]",0.0666666666666666,aruco,"[-0.23370418930491924, -0.05329707480577425, 1.1785126584883985]","[-3.0583565528859418, 0.001412268518885227, -0.03479290323005829]",True,"[-0.0031375183398502926, -0.0015268551147227527, 0.01464858011791259]","[0.010342356290500265, -0.004501034155445202, 0.0002973568276932604]","{'aruco3': False, 'cornerRefinementMinAccuracy ': 0.1, 'parser': 'simple'}"
2.png,"[-0.23001120840374353, -0.05177130376674577, 1.1638741849551884]","[-3.0687735308584325, 0.0019792631036102005, -0.028024557188418033]",0.1333333333333333,aruco,"[-0.23300975440030663, -0.05367939691712029, 1.1781859203645113]","[-3.049299396335518, 2.0335168152742518e-05, -0.034053133928544456]",True,"[-0.002998545996563101, -0.001908093150374518, 0.014311735409322957]","[0.01939902170780796, -0.004122217036767891, 0.0013038226650206677]","{'aruco3': False, 'cornerRefinementMinAccuracy ': 0.1, 'parser': 'simple'}"
3.png,"[-0.22923356081788798, -0.05177282147271772, 1.1638883341737718]","[-3.0687735308584325, 0.0019792631036102005, -0.028024557188418033]",0.2,aruco,"[-0.23217670565099163, -0.053684843227376086, 1.1781908007826216]","[-3.0491469660715014, 4.021002851412858e-05, -0.03345881770918297]",True,"[-0.0029431448331036503, -0.0019120217546583634, 0.014302466608849818]","[0.019558225238636262, -0.0037338357051550906, 0.001306367126679388]","{'aruco3': False, 'cornerRefinementMinAccuracy ': 0.1, 'parser': 'simple'}"
4.png,"[-0.22823372820750223, -0.05177477280896736, 1.163906526026236]","[-3.0687735308584325, 0.0019792631036102005, -0.028024557188418033]",0.2666666666666666,aruco,"[-0.23100414360886395, -0.052839627204928144, 1.179301415111617]","[-3.0695895392710706, 0.0007211141208115266, -0.017364425686354254]",True,"[-0.00277041540136172, -0.001064854395960782, 0.015394889085381003]","[-0.0007414614686369733, 0.006911718327284817, 0.0010646271097046966]","{'aruco3': False, 'cornerRefinementMinAccuracy ': 0.1, 'parser': 'simple'}"
5.png,"[-0.22701171057258632, -0.05177715777549474, 1.1639287605125814]","[-3.0687735308584325, 0.0019792631036102005, -0.028024557188418033]",0.3333333333333333,aruco,"[-0.2298870032361299, -0.053681513732156794, 1.1779275663390902]","[-3.0485581144321214, 0.0004291114661584536, -0.041035257998184214]",True,"[-0.0028752926635435827, -0.0019043559566620516, 0.013998805826508809]","[0.02005581029702801, -0.008690309438749776, 0.000875642496764652]","{'aruco3': False, 'cornerRefinementMinAccuracy ': 0.1, 'parser': 'simple'}"
6.png,"[-0.22556750791314026, -0.05177997637229981, 1.1639550376328076]","[-3.0687735308584325, 0.0019792631036102005, -0.028024557188418033]",0.4,aruco,"[-0.22843434068386287, -0.053712958307914616, 1.1781968903396687]","[-3.0483653844526595, 0.0001241233326888168, -0.031017927564498962]",True,"[-0.0028668327707226104, -0.0019329819356148081, 0.014241852706861069]","[0.020366445828119924, -0.0021394092424855456, 0.0013166849718063316]","{'aruco3': False, 'cornerRefinementMinAccuracy ': 0.1, 'parser': 'simple'}"
7.png,"[-0.22390112022916403, -0.05178322859938256, 1.163985357386915]","[-3.0687735308584325, 0.0019792631036102005, -0.028024557188418033]",0.4666666666666667,aruco,"[-0.2267676515184601, -0.05372429921142843, 1.1782048197983483]","[-3.0480487510685252, 0.00016429345182165998, -0.02981669253072414]",True,"[-0.002866531289296065, -0.0019410706120458754, 0.014219462411433348]","[0.02069549355285073, -0.0013540035154977086, 0.0013218931880795831]","{'aruco3': False, 'cornerRefinementMinAccuracy ': 0.1, 'parser': 'simple'}"
8.png,"[-0.22201254752065763, -0.051786914456742994, 1.1640197197749031]","[-3.0687735308584325, 0.0019792631036102005, -0.028024557188418033]",0.5333333333333333,aruco,"[-0.22488805302236464, -0.0537155351510015, 1.177951200981766]","[-3.0476184916393776, 0.00054967396092029, -0.037434633464704846]",True,"[-0.0028755055017070097, -0.0019286206942585038, 0.013931481206862939]","[0.02104274834248592, -0.006337761152056186, 0.000891032024528916]","{'aruco3': False, 'cornerRefinementMinAccuracy ': 0.1, 'parser': 'simple'}"
9.png,"[-0.21990178978762107, -0.05179103394438117, 1.1640581247967723]","[-3.0687735308584325, 0.0019792631036102005, -0.028024557188418033]",0.6,aruco,"[-0.22237646060367458, -0.05452032731189712, 1.1755794128636428]","[-3.0278570055377347, -0.0032570449253405396, -0.02540512253155855]",True,"[-0.0024746708160535147, -0.002729293367515949, 0.011521288066870472]","[0.04090425655871519, 0.001328776209529659, 0.003861117495453622]","{'aruco3': False, 'cornerRefinementMinAccuracy ': 0.1, 'parser': 'simple'}"
