imageName,realT,realR,time,method,detectedT,detectedR,isSuccess,errorT,errorR,detectionSettings
0.png,"[-0.23053423785741892, -0.050317334849565964, 1.143914161457325]","[-2.9355712422849782, 0.8872431861472238, 0.0053804379355310095]",0.0,apriltag,"[-0.22836681389918928, -0.047384847965673486, 1.1600967536511992]","[-2.905993747074613, 0.8985408432622035, -0.008154040479957688]",True,"[0.002167423958229636, 0.002932486883892478, 0.0161825921938743]","[0.021464840486947738, -0.015238955517275101, -0.013088232905148649]","{'nthreads': 1, 'quad_decimate': 1.0, 'quad_sigma': 0.0, 'refine_edges': 1, 'parser': 'simple'}"
1.png,"[-0.2269155375908065, -0.03382618985499025, 1.1495821029247713]","[-2.8491935674015005, 0.568500889669082, -0.0055694003516589576]",0.0666666666666666,apriltag,"[-0.22663280702803806, -0.03143462335531595, 1.16907174379938]","[-2.8486190427203124, 0.5937550334973626, -0.05575778883249479]",True,"[0.000282730562768424, 0.0023915664996742997, 0.019489640874608805]","[-0.011099447677366446, -0.03043180438501455, -0.020911110866855775]","{'nthreads': 1, 'quad_decimate': 1.0, 'quad_sigma': 0.0, 'refine_edges': 1, 'parser': 'simple'}"
2.png,"[-0.226657584579425, -0.017588001711638268, 1.157867947934308]","[-2.73391057790181, 0.2572935095985162, -0.01596554567142969]",0.1333333333333333,apriltag,"[-0.2246697598769549, -0.018195838931593405, 1.1735161659354856]","[-2.7180685540053986, 0.2778852416557912, -0.028215403796523077]",True,"[0.001987824702470109, -0.0006078372199551374, 0.01564821800117766]","[0.01318909091262343, -0.006834560293068146, -0.01710668026746642]","{'nthreads': 1, 'quad_decimate': 1.0, 'quad_sigma': 0.0, 'refine_edges': 1, 'parser': 'simple'}"
3.png,"[-0.22982831497031722, -0.0029586648524763115, 1.1682682254672698]","[-2.59302092498648, -0.03668340683824407, -0.025484119293773873]",0.2,apriltag,"[-0.22704163874657315, -0.005459078477148167, 1.1830296043548905]","[-2.577369990819338, -0.014463007662354085, -0.02990864702735987]",True,"[0.0027866762237440668, -0.002500413624671856, 0.014761378887620635]","[0.015986970272696046, 0.0013768549631815589, -0.016549653943774133]","{'nthreads': 1, 'quad_decimate': 1.0, 'quad_sigma': 0.0, 'refine_edges': 1, 'parser': 'simple'}"
4.png,"[-0.23592721757718813, 0.00890584392311794, 1.1799957516145707]","[-2.4326908483753527, -0.30564655922566725, -0.033897844293079626]",0.2666666666666666,apriltag,"[-0.23213239118031462, 0.0046850432444402144, 1.1935501512738802]","[-2.4157847968342168, -0.2833008300405065, -0.03221995975795552]",True,"[0.0037948263968735074, -0.004220800678677725, 0.01355439965930949]","[0.018781281891568042, 0.008658943570532786, -0.01392234569749631]","{'nthreads': 1, 'quad_decimate': 1.0, 'quad_sigma': 0.0, 'refine_edges': 1, 'parser': 'simple'}"
5.png,"[-0.2439991041922021, 0.017314284374371325, 1.1921335667266344]","[-2.26110959408292, -0.5440316758465927, -0.04107945413816557]",0.3333333333333333,apriltag,"[-0.2389108496209765, 0.011846988467567474, 1.2049047162503654]","[-2.2444281683328606, -0.5163491012850315, -0.03585322477486364]",True,"[0.005088254571225609, -0.005467295906803851, 0.01277114952373104]","[0.01981434456811778, 0.015826029389829632, -0.014835047333791021]","{'nthreads': 1, 'quad_decimate': 1.0, 'quad_sigma': 0.0, 'refine_edges': 1, 'parser': 'simple'}"
6.png,"[-0.2528598234390924, 0.02216963556349688, 1.2038144558388777]","[-2.08760741803635, -0.748536804904826, -0.04699509743739459]",0.4,apriltag,"[-0.24649075642423685, 0.016097805533498363, 1.2162860762011347]","[-2.0751351870244616, -0.7155757128304003, -0.032989662154023665]",True,"[0.006369067014855567, -0.006071830029998518, 0.012471620362257019]","[0.015378526791953059, 0.026232867381213387, -0.01409712773572421]","{'nthreads': 1, 'quad_decimate': 1.0, 'quad_sigma': 0.0, 'refine_edges': 1, 'parser': 'simple'}"
7.png,"[-0.26134974114946763, 0.02393125033520671, 1.2143661330883855]","[-1.921823639865278, -0.9179232092200973, -0.05168932426003073]",0.4666666666666667,apriltag,"[-0.2544830518620212, 0.017785778662886886, 1.2302663084320347]","[-1.9142369521783984, -0.8856603311798902, -0.03534143850552221]",True,"[0.006866689287446437, -0.006145471672319824, 0.01590017534364918]","[0.009849684789985736, 0.02880798062041113, -0.01180550996391807]","{'nthreads': 1, 'quad_decimate': 1.0, 'quad_sigma': 0.0, 'refine_edges': 1, 'parser': 'simple'}"
8.png,"[-0.2685293751194626, 0.023444281795537314, 1.2233811610655474]","[-1.7729797005097474, -1.0526152198597407, -0.05526367868651312]",0.5333333333333333,apriltag,"[-0.2606075495435165, 0.017353940488958372, 1.239414259544507]","[-1.768605000170947, -1.0162780047173916, -0.03290783127260735]",True,"[0.007921825575946118, -0.006090341306578942, 0.016033098478959618]","[0.005478313148407938, 0.03586284026434902, -0.010848697535967093]","{'nthreads': 1, 'quad_decimate': 1.0, 'quad_sigma': 0.0, 'refine_edges': 1, 'parser': 'simple'}"
9.png,"[-0.2737682694492099, 0.021711396577587527, 1.2307042667161663]","[-1.6492867654610825, -1.154156060312314, -0.057851259588335806]",0.6,apriltag,"[-0.26629230155576944, 0.015912842000674346, 1.2528089480686353]","[-1.6499481863175618, -1.113206622329473, -0.03081363603379728]",True,"[0.0074759678934404605, -0.005798554576913181, 0.022104681352469013]","[-4.069834258746124e-05, 0.04155738834514517, -0.011615231118623493]","{'nthreads': 1, 'quad_decimate': 1.0, 'quad_sigma': 0.0, 'refine_edges': 1, 'parser': 'simple'}"
10.png,"[-0.2767280168669644, 0.019681075098190892, 1.2363592708173667]","[-1.5574970058159614, -1.2245911512433232, -0.05958995422315665]",0.6666666666666666,apriltag,[],[],False,[],[],"{'nthreads': 1, 'quad_decimate': 1.0, 'quad_sigma': 0.0, 'refine_edges': 1, 'parser': 'simple'}"
11.png,"[-0.27727736534887093, 0.018095906164781628, 1.2404514445183694]","[-1.5025907443252304, -1.2658618489922862, -0.06059731280278549]",0.7333333333333333,apriltag,[],[],False,[],[],"{'nthreads': 1, 'quad_decimate': 1.0, 'quad_sigma': 0.0, 'refine_edges': 1, 'parser': 'simple'}"
12.png,"[-0.2753900949745128, 0.01740715741632709, 1.2430785955571992]","[-1.4875793051127348, -1.2792959481601525, -0.06095004281642729]",0.8,apriltag,[],[],False,[],[],"{'nthreads': 1, 'quad_decimate': 1.0, 'quad_sigma': 0.0, 'refine_edges': 1, 'parser': 'simple'}"
13.png,"[-0.2710689258355432, 0.017738400266626708, 1.2442732205329425]","[-1.5133986093304532, -1.2652718165742924, -0.06067071124023143]",0.8666666666666667,apriltag,[],[],False,[],[],"{'nthreads': 1, 'quad_decimate': 1.0, 'quad_sigma': 0.0, 'refine_edges': 1, 'parser': 'simple'}"
14.png,"[-0.2643216955341982, 0.018878087009403577, 1.243986607660339]","[-1.5788733904311463, -1.22310922822624, -0.05972341462965492]",0.9333333333333332,apriltag,[],[],False,[],[],"{'nthreads': 1, 'quad_decimate': 1.0, 'quad_sigma': 0.0, 'refine_edges': 1, 'parser': 'simple'}"
15.png,"[-0.25519717695490696, 0.020294025667244642, 1.242117174685189]","[-1.6807450259294763, -1.1512050613886935, -0.05801901818598104]",1.0,apriltag,"[-0.24667230642696164, 0.014338644758630857, 1.2606644593466363]","[-1.6797339830378615, -1.1117819127367705, -0.033982084449062276]",True,"[0.008524870527945316, -0.005955380908613785, 0.018547284661447394]","[0.0023494254542913997, 0.038895615443554604, -0.011881213068164902]","{'nthreads': 1, 'quad_decimate': 1.0, 'quad_sigma': 0.0, 'refine_edges': 1, 'parser': 'simple'}"
16.png,"[-0.24386919440239357, 0.021180659794385548, 1.2385780571287262]","[-1.8137722696165044, -1.0473932820901446, -0.05542929398929669]",1.0666666666666669,apriltag,"[-0.2358676215675803, 0.01511975198749016, 1.255185736557803]","[-1.8095923825270377, -1.0115031843580742, -0.0354717804169451]",True,"[0.008001572834813286, -0.006060907806895388, 0.016607679429076816]","[0.0062819404307075145, 0.03361143881006443, -0.012226145981726562]","{'nthreads': 1, 'quad_decimate': 1.0, 'quad_sigma': 0.0, 'refine_edges': 1, 'parser': 'simple'}"
17.png,"[-0.23073885417233586, 0.020560354743365983, 1.2333898770471046]","[-1.970926963654273, -0.9094746606821627, -0.051808160921212036]",1.1333333333333333,apriltag,"[-0.22344707341095144, 0.01441106954161011, 1.247872707427386]","[-1.9619944753678176, -0.8758537383798085, -0.03852641645213841]",True,"[0.0072917807613844254, -0.006149285201755873, 0.01448283038028153]","[0.01248109697321582, 0.027183192223347103, -0.013987769633637057]","{'nthreads': 1, 'quad_decimate': 1.0, 'quad_sigma': 0.0, 'refine_edges': 1, 'parser': 'simple'}"
18.png,"[-0.216508796947918, 0.01745237182481013, 1.2267731623168896]","[-2.1437112789032833, -0.7358392012243894, -0.04701744676970297]",1.2,apriltag,"[-0.2097491377044767, 0.011488522202756528, 1.238408892311681]","[-2.1301425725856835, -0.7023248255259561, -0.03607434301283253]",True,"[0.006759659243441296, -0.005963849622053603, 0.011635729994791344]","[0.017354118081894417, 0.02381027123478406, -0.01580699172530987]","{'nthreads': 1, 'quad_decimate': 1.0, 'quad_sigma': 0.0, 'refine_edges': 1, 'parser': 'simple'}"
19.png,"[-0.2021792770193738, 0.011095276946822552, 1.2192056610723099]","[-2.3226181496911185, -0.5260957616167607, -0.04095423731997638]",1.2666666666666666,apriltag,"[-0.19677538794890814, 0.005928783991309666, 1.2317014227195062]","[-2.3076279459616407, -0.49629373354095263, -0.03566361449736997]",True,"[0.005403889070465656, -0.005166492955512886, 0.012495761647196346]","[0.018507466987525808, 0.015538547274857466, -0.016941471181645476]","{'nthreads': 1, 'quad_decimate': 1.0, 'quad_sigma': 0.0, 'refine_edges': 1, 'parser': 'simple'}"
20.png,"[-0.18893384516250883, 0.0011702466137230028, 1.211411219539018]","[-2.497744405514439, -0.28162661411878065, -0.03357688611480234]",1.3333333333333333,apriltag,"[-0.18468829195542313, -0.0026965489221622563, 1.2244382717223181]","[-2.4815926686139838, -0.2549041473275441, -0.03212652826961772]",True,"[0.004245553207085695, -0.003866795535885259, 0.013027052183300025]","[0.01833295220107387, 0.008781542680694815, -0.017354226569160806]","{'nthreads': 1, 'quad_decimate': 1.0, 'quad_sigma': 0.0, 'refine_edges': 1, 'parser': 'simple'}"
21.png,"[-0.17792401087080684, -0.012053695161469424, 1.2042652569145547]","[-2.659549112351169, -0.005994668100102418, -0.024926967976173827]",1.4,apriltag,"[-0.1748009725678717, -0.014276083873166198, 1.2181731717454625]","[-2.64125782997887, 0.018953344465520595, -0.03548266726130616]",True,"[0.003123038302935144, -0.002222388711696773, 0.013907914830907808]","[0.018323652067924155, -0.003240626361932188, -0.019451064535090795]","{'nthreads': 1, 'quad_decimate': 1.0, 'quad_sigma': 0.0, 'refine_edges': 1, 'parser': 'simple'}"
